Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29052023,1059242963,0002290
Trade Date <29-MAY-2023>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,95,ADVENZYMES,EQ,67448,41681,61.80
20,96,AEGISCHEM,EQ,681271,238761,35.05
20,97,AETHER,EQ,20526,12444,60.63
20,98,AFFLE,EQ,268973,144251,53.63
20,99,AGARIND,EQ,37524,19373,51.63
20,100,AGARWALFT,SM,54000,51000,94.44
20,101,AGI,EQ,135404,84728,62.57
20,102,AGNI,SM,85000,70000,82.35
20,103,AGRITECH,EQ,6450,3543,54.93
20,104,AGROPHOS,EQ,27667,22369,80.85
20,105,AGSTRA,EQ,2555582,1010518,39.54
20,106,AGUL,SM,16000,16000,100.00
20,107,AHL,EQ,573558,112683,19.65
20,108,AHLADA,EQ,14132,10557,74.70
20,109,AHLEAST,EQ,5348,4163,77.84
20,110,AHLUCONT,EQ,774614,155757,20.11
20,111,AIAENG,EQ,255424,157699,61.74
20,112,AILIMITED,SM,3000,3000,100.00
20,113,AIRAN,EQ,213503,102928,48.21
20,114,AIROLAM,EQ,41828,27094,64.77
20,115,AIRTELPP,E1,185057,126121,68.15
20,116,AISL,SM,1200,1200,100.00
20,117,AJANTPHARM,EQ,43971,25349,57.65
20,118,AJMERA,EQ,61630,23411,37.99
20,119,AJOONI,EQ,243505,189839,77.96
20,120,AKASH,EQ,14919,11406,76.45
20,121,AKG,EQ,75619,71786,94.93
20,122,AKSHAR,EQ,7314,5173,70.73
20,123,AKSHARCHEM,EQ,8887,4318,48.59
20,124,AKSHOPTFBR,EQ,433817,304791,70.26
20,125,AKZOINDIA,EQ,17033,8791,51.61
20,126,ALANKIT,EQ,82114,57469,69.99
20,127,ALBERTDAVD,EQ,1956,1150,58.79
20,128,ALEMBICLTD,EQ,103782,57700,55.60
20,129,ALICON,EQ,23555,9798,41.60
20,130,ALKALI,EQ,16234,9064,55.83
20,131,ALKEM,EQ,77549,47948,61.83
20,132,ALKYLAMINE,EQ,18143,9379,51.69
20,133,ALLCARGO,EQ,410874,185740,45.21
20,134,ALLETEC,SM,48000,43200,90.00
20,135,ALLSEC,EQ,8252,6666,80.78
20,136,ALMONDZ,EQ,10906,8679,79.58
20,137,ALOKINDS,EQ,4284124,1819045,42.46
20,138,ALPA,EQ,689509,230751,33.47
20,139,ALPHAGEO,EQ,20333,13103,64.44
20,140,AMARAJABAT,EQ,305772,120182,39.30
20,141,AMBER,EQ,66138,23587,35.66
20,142,AMBICAAGAR,EQ,35383,24610,69.55
20,143,AMBIKCO,EQ,25518,16566,64.92
20,144,AMBUJACEM,EQ,7799828,5113783,65.56
20,145,AMDIND,EQ,261249,164388,62.92
20,146,AMIORG,EQ,130063,60989,46.89
20,147,AMJLAND,EQ,31996,21978,68.69
20,148,AMRUTANJAN,EQ,34576,22608,65.39
20,149,ANANDRATHI,EQ,16153,9488,58.74
20,150,ANANTRAJ,EQ,1483525,939756,63.35
20,151,ANDHRAPAP,EQ,77917,46858,60.14
20,152,ANDHRSUGAR,EQ,367625,139857,38.04
20,153,ANDREWYU,EQ,103355,67105,64.93
20,154,ANGELONE,EQ,571001,232295,40.68
20,155,ANIKINDS,EQ,11243,6834,60.78
20,156,ANLON,SM,1200,1200,100.00
20,157,ANMOL,EQ,107526,47293,43.98
20,158,ANNAPURNA,SM,52000,39000,75.00
20,159,ANTGRAPHIC,EQ,104684,74537,71.20
20,160,ANUP,EQ,23195,10518,45.35
20,161,ANURAS,EQ,150879,61963,41.07
20,162,APARINDS,EQ,57303,31882,55.64
20,163,APCL,EQ,33909,25095,74.01
20,164,APCOTEXIND,EQ,60157,32225,53.57
20,165,APEX,EQ,56708,31392,55.36
20,166,APLAPOLLO,EQ,327334,202248,61.79
20,167,APLLTD,EQ,64942,23207,35.73
20,168,APOLLO,EQ,657422,422341,64.24
20,169,APOLLOHOSP,EQ,332364,133751,40.24
20,170,APOLLOPIPE,EQ,94001,54891,58.39
20,171,APOLLOTYRE,EQ,1654415,674200,40.75
20,172,APOLSINHOT,EQ,2913,1542,52.94
20,173,APTECHT,EQ,1379160,405992,29.44
20,174,APTUS,EQ,286552,182897,63.83
20,175,ARCHIDPLY,EQ,57193,27531,48.14
20,176,ARCHIES,EQ,46909,32990,70.33
20,177,ARENTERP,EQ,1078,792,73.47
20,178,ARHAM,SM,123000,96000,78.05
20,179,ARIES,EQ,60002,31510,52.51
20,180,ARIHANTACA,SM,8000,8000,100.00
20,181,ARIHANTCAP,EQ,56895,44504,78.22
20,182,ARIHANTSUP,EQ,89970,53427,59.38
20,183,ARISTO,SM,9600,8000,83.33
20,184,ARMANFIN,EQ,5573,3575,64.15
20,185,AROGRANITE,EQ,10564,5264,49.83
20,186,ARROWGREEN,EQ,18665,18665,100.00
20,187,ARSHIYA,EQ,433604,319497,73.68
20,188,ARTEMISMED,EQ,90262,59449,65.86
20,189,ARTNIRMAN,EQ,5828,4130,70.86
20,190,ARVEE,EQ,113,103,91.15
20,191,ARVIND,EQ,757062,384090,50.73
20,192,ARVINDFASN,EQ,142997,95389,66.71
20,193,ARVSMART,EQ,36223,21738,60.01
20,194,ASAHIINDIA,EQ,34761,17301,49.77
20,195,ASAHISONG,EQ,3697,2392,64.70
20,196,ASAL,EQ,16950,11078,65.36
20,197,ASALCBR,EQ,18873,8511,45.10
20,198,ASCOM,SM,500,500,100.00
20,199,ASHAPURMIN,EQ,593770,219061,36.89
20,200,ASHIANA,EQ,61795,32105,51.95
20,201,ASHIMASYN,EQ,187133,142239,76.01
20,202,ASHOKA,EQ,1125124,648821,57.67
20,203,ASHOKLEY,EQ,7022143,3555567,50.63
20,204,ASIANENE,EQ,121313,68370,56.36
20,205,ASIANHOTNR,EQ,4960,2753,55.50
20,206,ASIANPAINT,EQ,535712,262867,49.07
20,207,ASIANTILES,EQ,508481,296710,58.35
20,208,ASPINWALL,EQ,5295,3102,58.58
20,209,ASTEC,EQ,17662,3306,18.72
20,210,ASTERDM,EQ,586010,216218,36.90
20,211,ASTRAL,EQ,499586,217365,43.51
20,212,ASTRAMICRO,EQ,1006436,403910,40.13
20,213,ASTRAZEN,EQ,4270,2493,58.38
20,214,ASTRON,EQ,20802,14197,68.25
20,215,ATALREAL,EQ,367760,130138,35.39
20,216,ATFL,EQ,4794,2298,47.93
20,217,ATGL,EQ,2630741,1406069,53.45
20,218,ATLANTA,EQ,26487,14782,55.81
20,219,ATUL,EQ,18627,6809,36.55
20,220,ATULAUTO,EQ,203397,107281,52.74
20,221,AUBANK,EQ,2625329,1513473,57.65
20,222,AUROIMPEX,ST,179200,168000,93.75
20,223,AUROPHARMA,EQ,4209725,836195,19.86
20,224,AURUM,EQ,21185,14278,67.40
20,225,AURUMPP,E1,10335,9637,93.25
20,226,AUSOMENT,EQ,10740,7292,67.90
20,227,AUTOAXLES,EQ,27004,13757,50.94
20,228,AUTOBEES,EQ,73877,42324,57.29
20,229,AUTOIND,EQ,63208,41514,65.68
20,230,AVADHSUGAR,EQ,81366,34513,42.42
20,231,AVALON,EQ,1020238,446078,43.72
20,232,AVANTIFEED,EQ,197097,107690,54.64
20,233,AVG,EQ,39489,29936,75.81
20,234,AVONMORE,EQ,8225,6468,78.64
20,235,AVROIND,EQ,14536,7752,53.33
20,236,AVSL,SM,2000,2000,100.00
20,237,AVTNPL,EQ,79844,45422,56.89
20,238,AWHCL,EQ,89071,41046,46.08
20,239,AWL,EQ,1481961,721028,48.65
20,240,AXISBANK,EQ,7133871,2414101,33.84
20,241,AXISBNKETF,EQ,812,670,82.51
20,242,AXISBPSETF,EQ,100384,96928,96.56
20,243,AXISCADES,EQ,81304,51523,63.37
20,244,AXISCETF,EQ,692,627,90.61
20,245,AXISGOLD,EQ,423624,395409,93.34
20,246,AXISHCETF,EQ,3285,2112,64.29
20,247,AXISILVER,EQ,8277,5192,62.73
20,248,AXISNIFTY,EQ,6441,4510,70.02
20,249,AXISTECETF,EQ,6540,4742,72.51
20,250,AXITA,EQ,2037081,1223527,60.06
20,251,AXSENSEX,EQ,14505,14493,99.92
20,252,AYMSYNTEX,EQ,21204,13383,63.12
20,253,BAGFILMS,EQ,90036,75398,83.74
20,254,BAHETI,SM,19500,16500,84.62
20,255,BAIDFIN,EQ,91681,28742,31.35
20,256,BAJAJ-AUTO,EQ,301343,189131,62.76
20,257,BAJAJCON,EQ,490680,226106,46.08
20,258,BAJAJELEC,EQ,61169,21846,35.71
20,259,BAJAJFINSV,EQ,1659680,637340,38.40
20,260,BAJAJHCARE,EQ,41997,27160,64.67
20,261,BAJAJHIND,EQ,48749281,15552329,31.90
20,262,BAJAJHLDNG,EQ,62748,31653,50.44
20,263,BAJFINANCE,EQ,640728,278863,43.52
20,264,BALAJITELE,EQ,36647,22741,62.05
20,265,BALAMINES,EQ,50360,25693,51.02
20,266,BALAXI,EQ,12072,6304,52.22
20,267,BALKRISHNA,EQ,15594,6523,41.83
20,268,BALKRISIND,EQ,1599906,339325,21.21
20,269,BALMLAWRIE,EQ,303080,184098,60.74
20,270,BALPHARMA,EQ,42475,22391,52.72
20,271,BALRAMCHIN,EQ,916799,293860,32.05
20,272,BANARBEADS,EQ,3165,2091,66.07
20,273,BANARISUG,EQ,743,487,65.55
20,274,BANCOINDIA,EQ,127470,66993,52.56
20,275,BANDHANBNK,EQ,6533649,2182890,33.41
20,276,BANG,EQ,56871,34767,61.13
20,277,BANKA,EQ,10684,6019,56.34
20,278,BANKBARODA,EQ,11239265,3255924,28.97
20,279,BANKBEES,EQ,777404,546000,70.23
20,280,BANKINDIA,EQ,5170603,1607855,31.10
20,281,BANSWRAS,EQ,70114,45513,64.91
20,282,BARBEQUE,EQ,245127,125700,51.28
20,283,BASF,EQ,12719,8617,67.75
20,284,BASML,EQ,57503,36387,63.28
20,285,BATAINDIA,EQ,91619,43032,46.97
20,286,BAYERCROP,EQ,9446,7195,76.17
20,287,BBETF0432,EQ,4963,4823,97.18
20,288,BBL,EQ,72455,26829,37.03
20,289,BBOX,EQ,276971,136172,49.16
20,290,BBTC,EQ,23391,13994,59.83
20,291,BBTCL,EQ,5665,2461,43.44
20,292,BCG,EQ,13338208,8417374,63.11
20,293,BCLIND,EQ,311110,137819,44.30
20,294,BCONCEPTS,EQ,100847,47723,47.32
20,295,BDL,EQ,412979,137731,33.35
20,296,BEARDSELL,EQ,1219139,474683,38.94
20,297,BECTORFOOD,EQ,3704102,546448,14.75
20,298,BEDMUTHA,EQ,5894,4661,79.08
20,299,BEL,EQ,10330215,6155267,59.59
20,300,BEML,EQ,73459,28462,38.75
20,301,BEPL,EQ,1194206,603025,50.50
20,302,BERGEPAINT,EQ,362750,145457,40.10
20,303,BESTAGRO,EQ,45018,25909,57.55
20,304,BETA,SM,2800,1600,57.14
20,305,BEWLTD,SM,8000,6500,81.25
20,306,BFINVEST,EQ,80980,30767,37.99
20,307,BFUTILITIE,EQ,927595,285717,30.80
20,308,BGRENERGY,EQ,122087,78491,64.29
20,309,BHAGCHEM,EQ,12690,11228,88.48
20,310,BHAGERIA,EQ,14480,9904,68.40
20,311,BHAGYANGR,EQ,113604,77334,68.07
20,312,BHANDARI,EQ,206572,176242,85.32
20,313,BHARATFORG,EQ,1359781,670780,49.33
20,314,BHARATGEAR,EQ,63959,38032,59.46
20,315,BHARATRAS,EQ,2531,1243,49.11
20,316,BHARATWIRE,EQ,475061,177771,37.42
20,317,BHARTIARTL,EQ,3684829,2664067,72.30
20,318,BHEL,EQ,69936887,17699998,25.31
20,319,BIGBLOC,EQ,72164,41108,56.96
20,320,BIKAJI,EQ,535303,219037,40.92
20,321,BIL,EQ,56837,10388,18.28
20,322,BINANIIND,EQ,29591,22320,75.43
20,323,BIOCON,EQ,2492152,578925,23.23
20,324,BIOFILCHEM,EQ,7803,4469,57.27
20,325,BIRET,RR,25333,19857,78.38
20,326,BIRLACABLE,EQ,331177,121001,36.54
20,327,BIRLACORPN,EQ,179574,121647,67.74
20,328,BIRLAMONEY,EQ,40688,29917,73.53
20,329,BLAL,EQ,244242,75214,30.79
20,330,BLBLIMITED,EQ,247477,156682,63.31
20,331,BLISSGVS,EQ,78915,40085,50.80
20,332,BLKASHYAP,EQ,1047449,726499,69.36
20,333,BLS,EQ,4482853,1687995,37.65
20,334,BLUEDART,EQ,10081,6210,61.60
20,335,BLUESTARCO,EQ,123733,90203,72.90
20,336,BMETRICS,SM,9200,8400,91.30
20,337,BODALCHEM,EQ,289494,152215,52.58
20,338,BOHRAIND,EQ,238,236,99.16
20,339,BOMDYEING,EQ,681949,236096,34.62
20,340,BOROLTD,EQ,202962,75167,37.04
20,341,BORORENEW,EQ,544210,208108,38.24
20,342,BOSCHLTD,EQ,62648,33978,54.24
20,343,BPCL,EQ,1170519,439121,37.52
20,344,BPL,EQ,30996,22089,71.26
20,345,BRIGADE,EQ,317975,256260,80.59
20,346,BRIGHT,SM,81000,72000,88.89
20,347,BRITANNIA,EQ,194968,104750,53.73
20,348,BRITANNIA,N3,17650,15376,87.12
20,349,BRNL,EQ,22911,13306,58.08
20,350,BROOKS,EQ,38337,22321,58.22
20,351,BSE,EQ,523139,251254,48.03
20,352,BSL,EQ,7903,4634,58.64
20,353,BSLGOLDETF,EQ,25091,19474,77.61
20,354,BSLNIFTY,EQ,71396,47307,66.26
20,355,BSLSENETFG,EQ,13756,6682,48.58
20,356,BSOFT,EQ,3389349,1812675,53.48
20,357,BTML,EQ,70837,56901,80.33
20,358,BURNPUR,EQ,87222,57914,66.40
20,359,BUTTERFLY,EQ,2874,1603,55.78
20,360,BVCL,EQ,64597,41182,63.75
20,361,BYKE,EQ,18347,13702,74.68
20,362,CADSYS,SM,2000,2000,100.00
20,363,CAMLINFINE,EQ,176012,104962,59.63
20,364,CAMPUS,EQ,244061,132057,54.11
20,365,CAMS,EQ,29937,16387,54.74
20,366,CANBK,EQ,5505440,2134617,38.77
20,367,CANFINHOME,EQ,483110,157088,32.52
20,368,CANTABIL,EQ,17113,6394,37.36
20,369,CAPACITE,EQ,1594030,796084,49.94
20,370,CAPLIPOINT,EQ,162699,58718,36.09
20,371,CAPTRUST,EQ,81042,40579,50.07
20,372,CARBORUNIV,EQ,83005,32039,38.60
20,373,CAREERP,EQ,568281,215907,37.99
20,374,CARERATING,EQ,65633,43185,65.80
20,375,CARTRADE,EQ,79152,47819,60.41
20,376,CARYSIL,EQ,240086,118661,49.42
20,377,CASTROLIND,EQ,386691,208365,53.88
20,378,CCHHL,EQ,61197,48562,79.35
20,379,CCL,EQ,143011,85673,59.91
20,380,CDSL,EQ,212078,128281,60.49
20,381,CEATLTD,EQ,359382,105331,29.31
20,382,CELEBRITY,EQ,68640,51736,75.37
20,383,CENTENKA,EQ,22521,15541,69.01
20,384,CENTEXT,EQ,143173,102158,71.35
20,385,CENTRALBK,EQ,4567531,1628404,35.65
20,386,CENTRUM,EQ,337431,217822,64.55
20,387,CENTUM,EQ,180190,122552,68.01
20,388,CENTURYPLY,EQ,76832,41239,53.67
20,389,CENTURYTEX,EQ,133553,67219,50.33
20,390,CERA,EQ,13409,6256,46.66
20,391,CEREBRAINT,EQ,826367,636539,77.03
20,392,CESC,EQ,2015573,1113340,55.24
20,393,CGCL,EQ,242358,75560,31.18
20,394,CGPOWER,EQ,2939627,1377843,46.87
20,395,CHALET,EQ,122883,53223,43.31
20,396,CHAMBLFERT,EQ,4074740,1003396,24.62
20,397,CHEMBOND,EQ,78490,46371,59.08
20,398,CHEMCON,EQ,249685,143798,57.59
20,399,CHEMFAB,EQ,22916,13518,58.99
20,400,CHEMPLASTS,EQ,91258,30034,32.91
20,401,CHENNPETRO,EQ,1878879,606488,32.28
20,402,CHEVIOT,EQ,1352,991,73.30
20,403,CHOICEIN,EQ,530484,61603,11.61
20,404,CHOLAFIN,EQ,758768,424443,55.94
20,405,CHOLAFIN,N0,1100,1000,90.91
20,406,CHOLAFIN,N2,13,13,100.00
20,407,CHOLAFIN,N4,461,456,98.92
20,408,CHOLAHLDNG,EQ,41891,34781,83.03
20,409,CIGNITITEC,EQ,45509,25012,54.96
20,410,CINELINE,EQ,14978,8149,54.41
20,411,CINEVISTA,EQ,16499,12230,74.13
20,412,CIPLA,EQ,1744868,1027424,58.88
20,413,CLEAN,EQ,5722444,4004275,69.97
20,414,CLEDUCATE,EQ,86893,49418,56.87
20,415,CLOUD,SM,273000,193000,70.70
20,416,CLSEL,EQ,281267,147087,52.29
20,417,CMNL,SM,231000,159000,68.83
20,418,CMRSL,SM,800,800,100.00
20,419,CMSINFO,EQ,263932,131429,49.80
20,420,COALINDIA,EQ,8069985,4252137,52.69
20,421,COASTCORP,EQ,12319,7860,63.80
20,422,COASTPP1,E1,3390,3389,99.97
20,423,COCHINSHIP,EQ,391998,173046,44.14
20,424,COFFEEDAY,EQ,3850919,1704625,44.27
20,425,COFORGE,EQ,214720,106116,49.42
20,426,COLPAL,EQ,182418,87905,48.19
20,427,COMPINFO,EQ,284913,199953,70.18
20,428,COMPUSOFT,EQ,160945,79934,49.67
20,429,CONCOR,EQ,845659,506399,59.88
20,430,CONFIPET,EQ,539969,335987,62.22
20,431,CONSOFINVT,EQ,44856,28074,62.59
20,432,CONSUMBEES,EQ,58248,49005,84.13
20,433,CONTI,SM,19998,19998,100.00
20,434,CONTROLPR,EQ,96237,44110,45.83
20,435,COOLCAPS,SM,7500,6000,80.00
20,436,CORALFINAC,EQ,19337,9154,47.34
20,437,CORDSCABLE,EQ,178442,102779,57.60
20,438,COROMANDEL,EQ,329241,96686,29.37
20,439,COSMOFIRST,EQ,38838,25148,64.75
20,440,COUNCODOS,EQ,23761,13392,56.36
20,441,CPSEETF,EQ,585280,374695,64.02
20,442,CRAFTSMAN,EQ,74101,55061,74.31
20,443,CREATIVE,EQ,31686,22761,71.83
20,444,CREATIVEYE,EQ,431,431,100.00
20,445,CREDITACC,EQ,49838,24485,49.13
20,446,CREDITACC,N1,10,10,100.00
20,447,CREDITACC,N3,83,83,100.00
20,448,CREST,EQ,11961,8480,70.90
20,449,CRISIL,EQ,23741,10998,46.32
20,450,CROMPTON,EQ,2667398,1354219,50.77
20,451,CROWN,EQ,1154,561,48.61
20,452,CSBBANK,EQ,243023,93799,38.60
20,453,CSLFINANCE,EQ,19829,14749,74.38
20,454,CTE,EQ,83140,49821,59.92
20,455,CUB,EQ,23948387,11573837,48.33
20,456,CUMMINSIND,EQ,582128,210324,36.13
20,457,CUPID,EQ,71763,50351,70.16
20,458,CYBERMEDIA,EQ,47197,24204,51.28
20,459,CYBERTECH,EQ,131891,44513,33.75
20,460,CYIENT,EQ,247068,111199,45.01
20,461,DAAWAT,EQ,638009,246751,38.68
20,462,DABUR,EQ,2215580,1496337,67.54
20,463,DALBHARAT,EQ,205286,64108,31.23
20,464,DALMIASUG,EQ,60071,28505,47.45
20,465,DAMODARIND,EQ,32318,14085,43.58
20,466,DANGEE,EQ,161771,99157,61.29
20,467,DATAMATICS,EQ,407556,113495,27.85
20,468,DATAPATTNS,EQ,390463,116687,29.88
20,469,DBCORP,EQ,241860,124920,51.65
20,470,DBL,EQ,648215,320125,49.39
20,471,DBOL,EQ,102016,57968,56.82
20,472,DBREALTY,EQ,1862143,730143,39.21
20,473,DBSTOCKBRO,EQ,3605,2381,66.05
20,474,DCAL,EQ,462476,186911,40.42
20,475,DCBBANK,EQ,585777,232807,39.74
20,476,DCI,EQ,2106,1028,48.81
20,477,DCM,EQ,20433,7677,37.57
20,478,DCMFINSERV,EQ,27847,20090,72.14
20,479,DCMNVL,EQ,19275,11793,61.18
20,480,DCMSHRIRAM,EQ,26179,15502,59.22
20,481,DCMSRIND,EQ,113145,67864,59.98
20,482,DCW,EQ,1566956,1051003,67.07
20,483,DCXINDIA,EQ,338093,143356,42.40
20,484,DECCANCE,EQ,15237,12759,83.74
20,485,DEEPAKFERT,EQ,273501,162186,59.30
20,486,DEEPAKNTR,EQ,474055,103899,21.92
20,487,DEEPENR,EQ,39583,28922,73.07
20,488,DEEPINDS,EQ,633579,294719,46.52
20,489,DELHIVERY,EQ,279537,167123,59.79
20,490,DELPHIFX,EQ,745,269,36.11
20,491,DELTACORP,EQ,4434804,1501473,33.86
20,492,DELTAMAGNT,EQ,16499,11545,69.97
20,493,DEN,EQ,2637098,1215914,46.11
20,494,DENEERS,SM,10800,9600,88.89
20,495,DENORA,EQ,27665,14757,53.34
20,496,DESTINY,SM,12000,12000,100.00
20,497,DEVIT,EQ,188076,103530,55.05
20,498,DEVYANI,EQ,4747824,3839724,80.87
20,499,DGCONTENT,EQ,19375,10389,53.62
20,500,DHAMPURSUG,EQ,236180,74379,31.49
20,501,DHANBANK,EQ,503072,280606,55.78
20,502,DHANI,EQ,5639013,1025208,18.18
20,503,DHANILOANS,N6,8,8,100.00
20,504,DHANILOANS,N8,118,118,100.00
20,505,DHANILOANS,NG,22,21,95.45
20,506,DHANILOANS,NV,102,80,78.43
20,507,DHANUKA,EQ,40948,20737,50.64
20,508,DHARMAJ,EQ,36006,20948,58.18
20,509,DHRUV,EQ,14303,5212,36.44
20,510,DHUNINV,EQ,2186,1378,63.04
20,511,DIAMONDYD,EQ,7177,4539,63.24
20,512,DICIND,EQ,2746,2146,78.15
20,513,DIGISPICE,EQ,40692,23830,58.56
20,514,DIL,EQ,6044399,2236328,37.00
20,515,DISHTV,EQ,5528230,2908225,52.61
20,516,DIVGIITTS,EQ,86367,37225,43.10
20,517,DIVISLAB,EQ,360805,72727,20.16
20,518,DIVOPPBEES,EQ,10083,7018,69.60
20,519,DIXON,EQ,556771,151478,27.21
20,520,DJML,EQ,4457,2106,47.25
20,521,DKEGL,SM,69000,57000,82.61
20,522,DLF,EQ,4665809,1564996,33.54
20,523,DLINKINDIA,EQ,146930,74667,50.82
20,524,DMART,EQ,228840,134083,58.59
20,525,DMCC,EQ,14438,9224,63.89
20,526,DNAMEDIA,EQ,283448,234529,82.74
20,527,DODLA,EQ,12677,9489,74.85
20,528,DOLATALGO,EQ,185963,124071,66.72
20,529,DOLLAR,EQ,109818,55558,50.59
20,530,DOLLEX,SM,56000,48000,85.71
20,531,DONEAR,EQ,178251,67636,37.94
20,532,DPABHUSHAN,EQ,5126,4202,81.97
20,533,DPSCLTD,EQ,89524,47267,52.80
20,534,DPWIRES,EQ,68396,51371,75.11
20,535,DRCSYSTEMS,EQ,16287,11613,71.30
20,536,DREAMFOLKS,EQ,392207,133296,33.99
20,537,DREDGECORP,EQ,51558,32086,62.23
20,538,DRREDDY,EQ,185628,63233,34.06
20,539,DSPBANKETF,EQ,6780,4414,65.10
20,540,DSPGOLDETF,EQ,986,729,73.94
20,541,DSPN50ETF,EQ,865,607,70.17
20,542,DSPNEWETF,EQ,20834,14722,70.66
20,543,DSPQ50ETF,EQ,10751,8895,82.74
20,544,DSPSILVETF,EQ,41743,4288,10.27
20,545,DSSL,EQ,8247,8247,100.00
20,546,DTIL,EQ,20490,13886,67.77
20,547,DUCOL,SM,19200,12800,66.67
20,548,DUCON,EQ,1102565,754777,68.46
