Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29052023,1059242963,0002290
Trade Date <29-MAY-2023>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,549,DUGLOBAL,SM,10625,8125,76.47
20,550,DVL,EQ,16063,10619,66.11
20,551,DWARKESH,EQ,1432116,568169,39.67
20,552,DYCL,EQ,299006,131718,44.05
20,553,DYNAMATECH,EQ,11542,5809,50.33
20,554,DYNAMIC,SM,14000,12000,85.71
20,555,DYNPRO,EQ,22360,9471,42.36
20,556,E2E,EQ,30139,18712,62.09
20,557,EASEMYTRIP,EQ,14343587,3981842,27.76
20,558,EBANK,EQ,34,32,94.12
20,559,EBBETF0425,EQ,3629,3563,98.18
20,560,EBBETF0430,EQ,6096,4400,72.18
20,561,EBBETF0431,EQ,4225,3317,78.51
20,562,EBBETF0433,EQ,6179,5795,93.79
20,563,ECLERX,EQ,944832,113094,11.97
20,564,ECLFINANCE,NG,425,425,100.00
20,565,ECLFINANCE,NH,218,218,100.00
20,566,ECLFINANCE,NI,237,237,100.00
20,567,ECLFINANCE,NJ,446,446,100.00
20,568,ECLFINANCE,NK,1060,1058,99.81
20,569,ECLFINANCE,NO,25,25,100.00
20,570,ECLFINANCE,NP,308,248,80.52
20,571,ECLFINANCE,NQ,8,8,100.00
20,572,ECLFINANCE,NR,673,672,99.85
20,573,ECLFINANCE,NS,2,0,0.00
20,574,EDELWEISS,EQ,11724943,5461019,46.58
20,575,EHFLNCD,N6,137,136,99.27
20,576,EICHERMOT,EQ,516724,269736,52.20
20,577,EIDPARRY,EQ,147251,78297,53.17
20,578,EIFFL,EQ,15704,14769,94.05
20,579,EIHAHOTELS,EQ,37734,13862,36.74
20,580,EIHOTEL,EQ,495878,232631,46.91
20,581,EKC,EQ,1022333,375124,36.69
20,582,ELDEHSG,EQ,1149,869,75.63
20,583,ELECON,EQ,671975,296155,44.07
20,584,ELECTCAST,EQ,942986,444665,47.15
20,585,ELECTHERM,EQ,86443,86442,100.00
20,586,ELGIEQUIP,EQ,584267,145797,24.95
20,587,ELGIRUBCO,EQ,259477,159965,61.65
20,588,ELIN,EQ,640045,237316,37.08
20,589,EMAMILTD,BO,65058,65058,100.00
20,590,EMAMILTD,EQ,943023,533449,56.57
20,591,EMAMIPAP,EQ,61459,36316,59.09
20,592,EMAMIREAL,EQ,21483,14693,68.39
20,593,EMBASSY,RR,517727,469960,90.77
20,594,EMIL,EQ,723383,460026,63.59
20,595,EMKAY,EQ,28464,15916,55.92
20,596,EMKAYTOOLS,SM,600,600,100.00
20,597,EMMBI,EQ,22401,17045,76.09
20,598,EMUDHRA,EQ,144439,76558,53.00
20,599,ENDURANCE,EQ,20384,10012,49.12
20,600,ENERGYDEV,EQ,37558,25642,68.27
20,601,ENGINERSIN,EQ,31090947,5057232,16.27
20,602,ENIL,EQ,25128,20502,81.59
20,603,EPL,EQ,400745,216311,53.98
20,604,EQUITASBNK,EQ,7805517,3889097,49.82
20,605,ERFLNCDI,N5,101,91,90.10
20,606,ERIS,EQ,44895,34093,75.94
20,607,EROSMEDIA,EQ,358030,294494,82.25
20,608,ESABINDIA,EQ,10412,5562,53.42
20,609,ESCORTS,EQ,125883,34034,27.04
20,610,ESSARSHPNG,EQ,721196,464386,64.39
20,611,ESSENTIA,EQ,318391,192847,60.57
20,612,ESTER,EQ,446693,244444,54.72
20,613,ETHOSLTD,EQ,15001,6356,42.37
20,614,EUROBOND,SM,28000,21000,75.00
20,615,EUROTEXIND,EQ,3977,3977,100.00
20,616,EVEREADY,EQ,138644,81304,58.64
20,617,EVERESTIND,EQ,3685,2159,58.59
20,618,EXCEL,EQ,7720215,4581029,59.34
20,619,EXCELINDUS,EQ,5248,3032,57.77
20,620,EXIDEIND,EQ,1649502,606983,36.80
20,621,EXPLEOSOL,EQ,29916,16275,54.40
20,622,EXXARO,EQ,346306,75568,21.82
20,623,FACT,EQ,526043,114276,21.72
20,624,FAIRCHEMOR,EQ,9859,5539,56.18
20,625,FAZE3Q,EQ,11858,8671,73.12
20,626,FCL,EQ,495214,167954,33.92
20,627,FCSSOFT,EQ,3292853,2067960,62.80
20,628,FDC,EQ,276543,176376,63.78
20,629,FEDERALBNK,EQ,8267792,4349230,52.60
20,630,FELIX,SM,12000,12000,100.00
20,631,FIBERWEB,EQ,19203,10474,54.54
20,632,FIDEL,SM,81000,45000,55.56
20,633,FIEMIND,EQ,29700,14317,48.21
20,634,FILATEX,EQ,384302,227226,59.13
20,635,FINCABLES,EQ,687800,296679,43.13
20,636,FINEORG,EQ,29695,16688,56.20
20,637,FINOPB,EQ,53310,34648,64.99
20,638,FINPIPE,EQ,576752,233474,40.48
20,639,FIVESTAR,EQ,162183,100369,61.89
20,640,FLEXITUFF,EQ,26334,15837,60.14
20,641,FLUOROCHEM,EQ,130112,112284,86.30
20,642,FMGOETZE,EQ,47353,32644,68.94
20,643,FMNL,EQ,31959,18186,56.90
20,644,FOCE,SM,200,200,100.00
20,645,FOCUS,EQ,29082,22331,76.79
20,646,FOODSIN,EQ,365244,224729,61.53
20,647,FORCEMOT,EQ,68509,33811,49.35
20,648,FORTIS,EQ,1220481,750602,61.50
20,649,FOSECOIND,EQ,5257,2371,45.10
20,650,FROG,SM,81200,62000,76.35
20,651,FSL,EQ,1175227,518644,44.13
20,652,FUSION,EQ,179595,71218,39.65
20,653,GABRIEL,EQ,674389,394416,58.48
20,654,GAEL,EQ,182670,92692,50.74
20,655,GAIL,EQ,8058796,3094949,38.40
20,656,GAL,EQ,1297881,478531,36.87
20,657,GALAXYSURF,EQ,8875,5282,59.52
20,658,GALLANTT,EQ,26419,17649,66.80
20,659,GANDHITUBE,EQ,20963,13068,62.34
20,660,GANECOS,EQ,29785,15873,53.29
20,661,GANESHBE,EQ,162759,97767,60.07
20,662,GANESHHOUC,EQ,25006,16012,64.03
20,663,GANGAFORGE,EQ,164329,147194,89.57
20,664,GANGESSECU,EQ,2415,1756,72.71
20,665,GARFIBRES,EQ,11860,5453,45.98
20,666,GATEWAY,EQ,2059667,1641945,79.72
20,667,GATI,EQ,330915,163171,49.31
20,668,GEECEE,EQ,7791,4212,54.06
20,669,GEEKAYWIRE,EQ,111594,74875,67.10
20,670,GENCON,EQ,173086,45483,26.28
20,671,GENESYS,EQ,18205,10147,55.74
20,672,GENUSPAPER,EQ,78423,57929,73.87
20,673,GENUSPOWER,EQ,166235,120656,72.58
20,674,GEOJITFSL,EQ,194010,131217,67.63
20,675,GEPIL,EQ,267064,139533,52.25
20,676,GESHIP,EQ,189993,96797,50.95
20,677,GFLLIMITED,EQ,24270,16522,68.08
20,678,GHCL,EQ,130781,88467,67.65
20,679,GICHSGFIN,EQ,150373,69575,46.27
20,680,GICRE,EQ,873306,364857,41.78
20,681,GILLANDERS,EQ,3185,1573,49.39
20,682,GILLETTE,EQ,14674,7632,52.01
20,683,GILT5YBEES,EQ,189404,176733,93.31
20,684,GINNIFILA,EQ,59475,43983,73.95
20,685,GIPCL,EQ,511438,371031,72.55
20,686,GKWLIMITED,EQ,153,130,84.97
20,687,GLAND,EQ,503070,337807,67.15
20,688,GLAXO,EQ,121766,115094,94.52
20,689,GLENMARK,EQ,848123,469486,55.36
20,690,GLFL,EQ,1223,1123,91.82
20,691,GLOBAL,EQ,140603,87189,62.01
20,692,GLOBALVECT,EQ,6579,3636,55.27
20,693,GLOBE,EQ,597617,349450,58.47
20,694,GLOBUSSPR,EQ,103171,44761,43.39
20,695,GLS,EQ,262839,162544,61.84
20,696,GMBREW,EQ,27323,17978,65.80
20,697,GMDCLTD,EQ,1298438,504155,38.83
20,698,GMMPFAUDLR,EQ,123436,62340,50.50
20,699,GMRINFRA,EQ,45153505,18674597,41.36
20,700,GMRP&UI,EQ,297359,235472,79.19
20,701,GNA,EQ,37681,22493,59.69
20,702,GNFC,EQ,964296,348227,36.11
20,703,GOACARBON,EQ,13544,6352,46.90
20,704,GOCLCORP,EQ,16161,11017,68.17
20,705,GOCOLORS,EQ,59049,35350,59.87
20,706,GODFRYPHLP,EQ,102756,44214,43.03
20,707,GODHA,EQ,232883,232883,100.00
20,708,GODREJAGRO,EQ,53464,31444,58.81
20,709,GODREJCP,EQ,504045,315483,62.59
20,710,GODREJIND,EQ,298724,143715,48.11
20,711,GODREJPROP,EQ,434395,173337,39.90
20,712,GOKEX,EQ,837980,312386,37.28
20,713,GOKUL,EQ,73858,56452,76.43
20,714,GOKULAGRO,EQ,92412,65192,70.54
20,715,GOLDBEES,EQ,2542716,1963849,77.23
20,716,GOLDIAM,EQ,163081,84789,51.99
20,717,GOLDSHARE,EQ,54247,36756,67.76
20,718,GOLDSTAR,SM,36000,36000,100.00
20,719,GOLDTECH,EQ,203208,135598,66.73
20,720,GOODLUCK,EQ,383197,220326,57.50
20,721,GOODYEAR,EQ,165730,64430,38.88
20,722,GOYALALUM,EQ,452584,365197,80.69
20,723,GPIL,EQ,161052,82496,51.22
20,724,GPPL,EQ,1547501,852860,55.11
20,725,GPTINFRA,EQ,56394,45869,81.34
20,726,GRANULES,EQ,738499,297472,40.28
20,727,GRAPHITE,EQ,218003,91199,41.83
20,728,GRASIM,EQ,667890,307801,46.09
20,729,GRAUWEIL,EQ,2343047,968849,41.35
20,730,GRAVITA,EQ,564097,206730,36.65
20,731,GRCL,SM,12000,8000,66.67
20,732,GREAVESCOT,EQ,7543010,3830637,50.78
20,733,GREENLAM,EQ,794170,149998,18.89
20,734,GREENPANEL,EQ,272324,175966,64.62
20,735,GREENPLY,EQ,168677,90685,53.76
20,736,GREENPOWER,EQ,2602443,1442212,55.42
20,737,GRINDWELL,EQ,56510,27513,48.69
20,738,GRINFRA,EQ,15889,7438,46.81
20,739,GRMOVER,EQ,129984,95407,73.40
20,740,GROBTEA,EQ,493,455,92.29
20,741,GRPLTD,EQ,1324,1173,88.60
20,742,GRSE,EQ,261005,98971,37.92
20,743,GRWRHITECH,EQ,44977,26925,59.86
20,744,GSFC,EQ,3874534,1722380,44.45
20,745,GSLSU,EQ,184158,27057,14.69
20,746,GSPL,EQ,676573,302675,44.74
20,747,GSS,EQ,23114,12384,53.58
20,748,GSTL,SM,15000,10000,66.67
20,749,GTL,EQ,776005,480340,61.90
20,750,GTLINFRA,EQ,8458008,7603354,89.90
20,751,GTPL,EQ,29705,16717,56.28
20,752,GUFICBIO,EQ,77428,49266,63.63
20,753,GUJALKALI,EQ,72207,37598,52.07
20,754,GUJAPOLLO,EQ,6664,4025,60.40
20,755,GUJGASLTD,EQ,967925,498226,51.47
20,756,GULFOILLUB,EQ,41261,28178,68.29
20,757,GULFPETRO,EQ,35890,25520,71.11
20,758,GULPOLY,EQ,30717,19347,62.98
20,759,GVKPIL,EQ,1227163,895936,73.01
20,760,HAL,EQ,1008328,563897,55.92
20,761,HAPPSTMNDS,EQ,272943,112434,41.19
20,762,HARDWYN,EQ,114638,30161,26.31
20,763,HARIOMPIPE,EQ,188496,86562,45.92
20,764,HARRMALAYA,EQ,66140,39552,59.80
20,765,HARSHA,EQ,129246,68682,53.14
20,766,HATHWAY,EQ,3461418,1237202,35.74
20,767,HATSUN,EQ,10488,6176,58.89
20,768,HAVELLS,EQ,319481,120861,37.83
20,769,HBANKETF,EQ,1984,1565,78.88
20,770,HBLPOWER,EQ,1983542,868313,43.78
20,771,HBSL,EQ,5459,2564,46.97
20,772,HCC,EQ,16120606,6519739,40.44
20,773,HCG,EQ,233208,136421,58.50
20,774,HCL-INSYS,EQ,672154,369535,54.98
20,775,HCLTECH,EQ,1288914,706288,54.80
20,776,HDFC,EQ,3030616,1770519,58.42
20,777,HDFC,W3,322200,304800,94.60
20,778,HDFCAMC,EQ,697864,228352,32.72
20,779,HDFCBANK,EQ,10908146,3151605,28.89
20,780,HDFCBSE500,EQ,1795,1588,88.47
20,781,HDFCGROWTH,EQ,2881,2294,79.63
20,782,HDFCLIFE,EQ,2794717,1210060,43.30
20,783,HDFCLOWVOL,EQ,2945,2765,93.89
20,784,HDFCMFGETF,EQ,573278,359602,62.73
20,785,HDFCMID150,EQ,5768,5293,91.76
20,786,HDFCMOMENT,EQ,1621,1117,68.91
20,787,HDFCNEXT50,EQ,153,153,100.00
20,788,HDFCNIF100,EQ,1981,1851,93.44
20,789,HDFCNIFETF,EQ,38612,31838,82.46
20,790,HDFCNIFIT,EQ,2557,2064,80.72
20,791,HDFCPVTBAN,EQ,344,243,70.64
20,792,HDFCQUAL,EQ,3158,3145,99.59
20,793,HDFCSENETF,EQ,3671,2484,67.67
20,794,HDFCSILVER,EQ,82357,55269,67.11
20,795,HDFCSML250,EQ,150327,113234,75.33
20,796,HDFCVALUE,EQ,2764,1459,52.79
20,797,HEADSUP,EQ,241116,93120,38.62
20,798,HEALTHY,EQ,92443,47569,51.46
20,799,HECPROJECT,EQ,4730,2375,50.21
20,800,HEG,EQ,91318,34677,37.97
20,801,HEIDELBERG,EQ,113683,71172,62.61
20,802,HEMIPROP,EQ,277079,184973,66.76
20,803,HERANBA,EQ,36364,18581,51.10
20,804,HERCULES,EQ,1252345,276827,22.10
20,805,HERITGFOOD,EQ,1213066,432233,35.63
20,806,HEROMOTOCO,EQ,462628,255078,55.14
20,807,HESTERBIO,EQ,1016,614,60.43
20,808,HEUBACHIND,EQ,10999,5141,46.74
20,809,HEXATRADEX,EQ,1368,942,68.86
20,810,HFCL,EQ,2111006,1018561,48.25
20,811,HGINFRA,EQ,73030,37429,51.25
20,812,HGS,EQ,35906,20802,57.93
20,813,HIKAL,EQ,337977,165659,49.01
20,814,HIL,EQ,5962,3595,60.30
20,815,HILTON,EQ,191242,79121,41.37
20,816,HIMATSEIDE,EQ,681185,221685,32.54
20,817,HINDALCO,EQ,8350721,3507095,42.00
20,818,HINDCOMPOS,EQ,28282,17924,63.38
20,819,HINDCON,EQ,30191,21311,70.59
20,820,HINDCOPPER,EQ,5489963,2096426,38.19
20,821,HINDMOTORS,EQ,324279,229734,70.84
20,822,HINDOILEXP,EQ,944194,341641,36.18
20,823,HINDPETRO,EQ,774477,267753,34.57
20,824,HINDUNILVR,EQ,698267,439251,62.91
20,825,HINDWAREAP,EQ,878479,260787,29.69
20,826,HINDZINC,EQ,453398,261884,57.76
20,827,HIRECT,EQ,444798,166591,37.45
20,828,HISARMETAL,EQ,150132,81730,54.44
20,829,HITECH,EQ,1548815,842211,54.38
20,830,HITECHCORP,EQ,4659,2718,58.34
20,831,HITECHGEAR,EQ,81643,47501,58.18
20,832,HLEGLAS,EQ,64875,33883,52.23
20,833,HLVLTD,EQ,262134,175238,66.85
20,834,HMVL,EQ,569282,377881,66.38
20,835,HNDFDS,EQ,34162,27247,79.76
20,836,HNGSNGBEES,EQ,36280,29513,81.35
20,837,HOMEFIRST,EQ,396708,308098,77.66
20,838,HOMESFY,SM,3600,3000,83.33
20,839,HONAUT,EQ,1841,697,37.86
20,840,HONDAPOWER,EQ,6358,2725,42.86
20,841,HOVS,EQ,12067,6857,56.82
20,842,HPAL,EQ,98606,40733,41.31
20,843,HPIL,EQ,469,416,88.70
20,844,HPL,EQ,177249,90534,51.08
20,845,HSCL,EQ,2665197,1157206,43.42
20,846,HTMEDIA,EQ,551066,400740,72.72
20,847,HUBTOWN,EQ,113663,78451,69.02
20,848,HUDCO,EQ,7869120,2829738,35.96
20,849,HUDCO,N2,55,55,100.00
20,850,HUDCO,N5,250,250,100.00
20,851,HUDCO,N8,684,683,99.85
20,852,HUDCO,N9,273,273,100.00
20,853,HUDCO,ND,130,130,100.00
20,854,HUDCO,NE,2915,2764,94.82
20,855,HUHTAMAKI,EQ,114241,47660,41.72
20,856,IBMFNIFTY,EQ,2388,337,14.11
20,857,IBREALEST,EQ,8325261,2608101,31.33
20,858,IBUCCREDIT,NB,24,24,100.00
20,859,IBUCCREDIT,ND,32,32,100.00
20,860,IBUCCREDIT,NZ,20,20,100.00
20,861,IBULHSGFIN,EQ,28877604,6661540,23.07
20,862,IBULHSGFIN,NB,5,5,100.00
20,863,IBULHSGFIN,NN,50,50,100.00
20,864,IBULHSGFIN,Y6,5,5,100.00
20,865,IBULHSGFIN,YT,164,77,46.95
20,866,IBULHSGFIN,Z3,5,5,100.00
20,867,IBULHSGFIN,ZR,10,10,100.00
20,868,ICEMAKE,EQ,10604,6066,57.20
20,869,ICICI10GS,EQ,13,0,0.00
20,870,ICICI500,EQ,50566,31244,61.79
20,871,ICICI5GSEC,EQ,5476,5000,91.31
20,872,ICICIALPLV,EQ,213631,184146,86.20
20,873,ICICIAUTO,EQ,10739,8187,76.24
20,874,ICICIB22,EQ,170374,118866,69.77
20,875,ICICIBANK,EQ,12108079,4163616,34.39
20,876,ICICIBANKN,EQ,2751315,2719521,98.84
20,877,ICICIBANKP,EQ,6583,4670,70.94
20,878,ICICICOMMO,EQ,14966,11847,79.16
20,879,ICICICONSU,EQ,12035,11420,94.89
20,880,ICICIFIN,EQ,44707,31826,71.19
20,881,ICICIFMCG,EQ,5642,4391,77.83
20,882,ICICIGI,EQ,8245590,3048662,36.97
20,883,ICICIGOLD,EQ,645517,533560,82.66
20,884,ICICIINFRA,EQ,4369,2685,61.46
20,885,ICICILIQ,EQ,1131865,641699,56.69
20,886,ICICILOVOL,EQ,121701,108086,88.81
20,887,ICICIM150,EQ,56166,52079,92.72
20,888,ICICIMCAP,EQ,13294,11323,85.17
20,889,ICICIMOM30,EQ,15279,7498,49.07
20,890,ICICINF100,EQ,8138,6973,85.68
20,891,ICICINIFTY,EQ,261280,177872,68.08
20,892,ICICINV20,EQ,50335,38394,76.28
20,893,ICICINXT50,EQ,189371,163220,86.19
20,894,ICICIPHARM,EQ,15546,5726,36.83
20,895,ICICIPRULI,EQ,3646628,898665,24.64
20,896,ICICISENSX,EQ,1654,1081,65.36
20,897,ICICISILVE,EQ,236008,201480,85.37
20,898,ICICITECH,EQ,2703676,1490236,55.12
20,899,ICIL,EQ,152861,53755,35.17
20,900,ICRA,EQ,25328,22266,87.91
20,901,IDBI,EQ,7069032,2226892,31.50
20,902,IDBIGOLD,EQ,286,181,63.29
20,903,IDEA,EQ,86663626,24159627,27.88
20,904,IDFC,EQ,5641553,1995714,35.38
20,905,IDFCFIRSTB,EQ,30903068,12377361,40.05
20,906,IDFNIFTYET,EQ,341,189,55.43
20,907,IEL,EQ,560808,408584,72.86
20,908,IEX,EQ,3914243,1206936,30.83
20,909,IFBAGRO,EQ,3182,1656,52.04
20,910,IFBIND,EQ,42731,24138,56.49
20,911,IFCI,EQ,3782139,2100670,55.54
20,912,IFCI,NH,170,170,100.00
20,913,IFCI,NL,100,100,100.00
20,914,IFGLEXPOR,EQ,242526,107022,44.13
20,915,IGARASHI,EQ,40390,22295,55.20
20,916,IGL,EQ,1167944,789423,67.59
20,917,IGPL,EQ,17834,9821,55.07
20,918,IIFCL,N2,1000,1000,100.00
20,919,IIFCL,N4,70,70,100.00
20,920,IIFL,EQ,758417,556921,73.43
20,921,IIFL,ND,1,1,100.00
20,922,IIFL,NE,321,110,34.27
20,923,IIFL,NF,3236,2872,88.75
20,924,IIFL,NG,30,30,100.00
20,925,IIFL,NH,442,442,100.00
20,926,IIFL,NK,25,25,100.00
20,927,IIFL,NL,2121,2121,100.00
20,928,IIFL,NM,110,110,100.00
20,929,IIFL,NN,200,200,100.00
20,930,IIFL,NO,10,10,100.00
20,931,IIFL,NP,100,100,100.00
20,932,IIFL,NS,2388,2150,90.03
20,933,IIFL,NT,197,197,100.00
20,934,IIFLSEC,EQ,289168,195489,67.60
20,935,IIHFL,N4,445,445,100.00
20,936,IIHFL,N5,1450,1311,90.41
20,937,IIHFL,N6,1219,1118,91.71
20,938,IIHFL,N9,100,100,100.00
20,939,IIHFL,NC,200,100,50.00
20,940,IITL,EQ,14338,9472,66.06
20,941,IMAGICAA,EQ,692565,474938,68.58
20,942,IMC1,N0,1528,1360,89.01
20,943,IMC1,N1,437,427,97.71
20,944,IMC1,N2,423,238,56.26
20,945,IMC1,N3,509,310,60.90
20,946,IMFA,EQ,57817,34679,59.98
20,947,IMPAL,EQ,1285,885,68.87
20,948,IMPEXFERRO,EQ,57581,49082,85.24
20,949,INCREDFIN,N2,7,7,100.00
20,950,INCREDFIN,N6,200,200,100.00
20,951,INCREDIBLE,EQ,12636,8054,63.74
20,952,INDBANK,EQ,35144,26454,75.27
20,953,INDHOTEL,EQ,4011007,1346492,33.57
20,954,INDIACEM,EQ,3115900,1180454,37.88
20,955,INDIAGLYCO,EQ,70839,35550,50.18
20,956,INDIAMART,EQ,32425,12321,38.00
20,957,INDIANB,EQ,1575725,926860,58.82
20,958,INDIANCARD,EQ,6193,3590,57.97
20,959,INDIANHUME,EQ,38600,21837,56.57
20,960,INDIGO,EQ,644870,451155,69.96
20,961,INDIGOPNTS,EQ,478607,210518,43.99
20,962,INDIGRID,IV,262216,259246,98.87
20,963,INDIGRID,NJ,837,767,91.64
20,964,INDNIPPON,EQ,14543,7907,54.37
20,965,INDOAMIN,EQ,79181,44593,56.32
20,966,INDOBORAX,EQ,47629,32127,67.45
20,967,INDOCO,EQ,61542,16264,26.43
20,968,INDORAMA,EQ,56833,37187,65.43
20,969,INDOTECH,EQ,157331,94452,60.03
20,970,INDOTHAI,EQ,3100,1814,58.52
20,971,INDOWIND,EQ,72797,53748,73.83
20,972,INDSWFTLAB,EQ,565557,342897,60.63
20,973,INDSWFTLTD,EQ,25563,20135,78.77
20,974,INDTERRAIN,EQ,95081,60586,63.72
20,975,INDUSINDBK,EQ,2985334,1348476,45.17
20,976,INDUSTOWER,EQ,9249811,4221040,45.63
20,977,INFIBEAM,EQ,6409620,2828098,44.12
20,978,INFINIUM,SM,27000,23000,85.19
20,979,INFOBEAN,EQ,24816,15573,62.75
20,980,INFRABEES,EQ,5880,4070,69.22
20,981,INFY,EQ,4419365,2373446,53.71
20,982,INGERRAND,EQ,34277,14340,41.84
20,983,INNOVANA,SM,2800,2800,100.00
20,984,INOXGREEN,EQ,2209614,1137341,51.47
20,985,INOXWIND,EQ,8453640,3345891,39.58
20,986,INSECTICID,EQ,46005,23040,50.08
20,987,INSPIRISYS,EQ,44656,39155,87.68
20,988,INTELLECT,EQ,560074,170403,30.43
20,989,INTENTECH,EQ,223494,124238,55.59
20,990,INTLCONV,EQ,73338,45855,62.53
20,991,INVENTURE,EQ,1914706,1188302,62.06
20,992,IOB,EQ,7911110,2874646,36.34
20,993,IOC,EQ,6891927,3628676,52.65
20,994,IOLCP,EQ,269091,108352,40.27
20,995,IONEXCHANG,EQ,69402,36429,52.49
20,996,IPCALAB,EQ,962650,260582,27.07
20,997,IPL,EQ,47109,32630,69.26
20,998,IPSL,SM,2000,2000,100.00
20,999,IRB,EQ,5194385,2934571,56.50
20,1000,IRBINVIT,IV,189005,180675,95.59
20,1001,IRCON,EQ,24141579,6528616,27.04
20,1002,IRCTC,EQ,4019467,1360373,33.84
20,1003,IREDA,N4,1,1,100.00
20,1004,IREDA,N7,29,29,100.00
20,1005,IRFC,EQ,38342982,10142639,26.45
20,1006,IRFC,N2,446,446,100.00
20,1007,IRFC,N9,100,100,100.00
20,1008,IRFC,NA,1830,1415,77.32
20,1009,IRFC,NE,342,342,100.00
20,1010,IRFC,NJ,281,281,100.00
20,1011,IRFC,NK,1587,1070,67.42
20,1012,IRFC,NN,132,132,100.00
20,1013,IRIS,EQ,81990,55280,67.42
20,1014,IRISDOREME,EQ,12167,1079,8.87
20,1015,ISEC,EQ,353762,164288,46.44
20,1016,ISFT,EQ,4434,1611,36.33
20,1017,ISGEC,EQ,631407,187133,29.64
20,1018,ISHAN,SM,8000,4800,60.00
20,1019,ISMTLTD,EQ,310918,156151,50.22
20,1020,ITBEES,EQ,6481035,5263810,81.22
20,1021,ITC,EQ,19826254,12959439,65.37
20,1022,ITDC,EQ,15808,8730,55.23
20,1023,ITDCEM,EQ,1111876,568464,51.13
20,1024,ITI,EQ,287229,102138,35.56
20,1025,IVC,EQ,343465,279969,81.51
20,1026,IVZINGOLD,EQ,198,108,54.55
20,1027,IVZINNIFTY,EQ,1,1,100.00
20,1028,IWEL,EQ,19821,10983,55.41
20,1029,IZMO,EQ,272637,150145,55.07
20,1030,JAGRAN,EQ,148573,89140,60.00
20,1031,JAGSNPHARM,EQ,9178,5653,61.59
20,1032,JAICORPLTD,EQ,2028541,458240,22.59
20,1033,JAIPURKURT,EQ,7870,1791,22.76
20,1034,JALAN,SM,30000,27000,90.00
20,1035,JAMNAAUTO,EQ,1203146,521674,43.36
20,1036,JASH,EQ,6888,4730,68.67
20,1037,JAYAGROGN,EQ,198057,83504,42.16
20,1038,JAYBARMARU,EQ,31011,17429,56.20
20,1039,JAYNECOIND,EQ,229601,193807,84.41
20,1040,JAYSREETEA,EQ,6023,2523,41.89
20,1041,JBCHEPHARM,EQ,141310,67438,47.72
20,1042,JBMA,EQ,182559,90646,49.65
20,1043,JCHAC,EQ,17689,12410,70.16
20,1044,JETFREIGHT,EQ,30270,23519,77.70
20,1045,JFLLIFE,SM,16000,10000,62.50
20,1046,JHS,EQ,45236,37222,82.28
20,1047,JINDALPHOT,EQ,21073,8984,42.63
20,1048,JINDALPOLY,EQ,101195,34092,33.69
20,1049,JINDALSAW,EQ,1561998,529265,33.88
20,1050,JINDALSTEL,EQ,2046489,694593,33.94
20,1051,JINDRILL,EQ,104757,41755,39.86
20,1052,JINDWORLD,EQ,52793,20781,39.36
20,1053,JISLDVREQS,EQ,195957,152668,77.91
20,1054,JISLJALEQS,EQ,6534447,2616323,40.04
20,1055,J&KBANK,EQ,3489365,1344895,38.54
20,1056,JKCEMENT,EQ,207748,60332,29.04
20,1057,JKIL,EQ,101159,79688,78.77
20,1058,JKLAKSHMI,EQ,397049,207012,52.14
20,1059,JKPAPER,EQ,485352,179045,36.89
20,1060,JKTYRE,EQ,828223,306947,37.06
20,1061,JMA,EQ,6099,4587,75.21
20,1062,JMFINANCIL,EQ,3510254,1428084,40.68
20,1063,JOCIL,EQ,2528,1747,69.11
20,1064,JPASSOCIAT,EQ,3871886,2187235,56.49
20,1065,JPOLYINVST,EQ,7933,4866,61.34
20,1066,JPPOWER,EQ,17019586,8501218,49.95
20,1067,JSL,EQ,280108,164213,58.62
20,1068,JSLL,SM,18000,16500,91.67
20,1069,JSWENERGY,EQ,669161,307759,45.99
20,1070,JSWHL,EQ,584,320,54.79
20,1071,JSWISPL,EQ,406158,281408,69.29
20,1072,JSWSTEEL,EQ,1467219,584122,39.81
20,1073,JTEKTINDIA,EQ,1233281,457377,37.09
20,1074,JTLIND,EQ,163940,99695,60.81
20,1075,JUBLFOOD,EQ,1004989,351599,34.99
20,1076,JUBLINDS,EQ,47978,14356,29.92
20,1077,JUBLINGREA,EQ,324184,133029,41.04
20,1078,JUBLPHARMA,EQ,142726,72753,50.97
20,1079,JUNIORBEES,EQ,136732,71202,52.07
20,1080,JUSTDIAL,EQ,242205,98247,40.56
20,1081,JWL,EQ,2323183,1362976,58.67
20,1082,JYOTHYLAB,EQ,278489,127868,45.91
20,1083,KABRAEXTRU,EQ,55428,27731,50.03
20,1084,KAJARIACER,EQ,410608,295080,71.86
20,1085,KAKATCEM,EQ,7417,4129,55.67
20,1086,KALPATPOWR,EQ,356021,205406,57.69
20,1087,KALYANKJIL,EQ,790306,338259,42.80
20,1088,KAMDHENU,EQ,155656,60781,39.05
20,1089,KAMOPAINTS,EQ,209190,47613,22.76
20,1090,KANANIIND,EQ,101973,61085,59.90
20,1091,KANDARP,SM,64000,52000,81.25
20,1092,KANORICHEM,EQ,45668,34309,75.13
20,1093,KANPRPLA,EQ,20827,11852,56.91
20,1094,KANSAINER,EQ,512030,425190,83.04
20,1095,KAPSTON,EQ,12277,11583,94.35
