Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,05062023,1122846937,0002319
Trade Date <05-JUN-2023>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1777,SANGHVIMOV,EQ,344834,186663,54.13
20,1778,SANGINITA,EQ,23321,19078,81.81
20,1779,SANOFI,EQ,42539,19835,46.63
20,1780,SANSERA,EQ,170890,128205,75.02
20,1781,SAPPHIRE,EQ,42256,25016,59.20
20,1782,SARDAEN,EQ,31817,19231,60.44
20,1783,SAREGAMA,EQ,227593,154248,67.77
20,1784,SARLAPOLY,EQ,85906,55059,64.09
20,1785,SARVESHWAR,EQ,10602,6511,61.41
20,1786,SASKEN,EQ,20416,12372,60.60
20,1787,SASTASUNDR,EQ,25651,15654,61.03
20,1788,SATIA,EQ,225088,143416,63.72
20,1789,SATIN,EQ,399018,210346,52.72
20,1790,SATINDLTD,EQ,341713,223886,65.52
20,1791,SBC,EQ,956820,393112,41.09
20,1792,SBCL,EQ,380788,154793,40.65
20,1793,SBGLP,EQ,26432,11848,44.82
20,1794,SBICARD,EQ,946814,691050,72.99
20,1795,SBIETFCON,EQ,2354,1181,50.17
20,1796,SBIETFIT,EQ,9508,6175,64.95
20,1797,SBIETFPB,EQ,2988,2394,80.12
20,1798,SBIETFQLTY,EQ,1695,1212,71.50
20,1799,SBILIFE,EQ,1599077,1209878,75.66
20,1800,SBIN,EQ,12920507,6913408,53.51
20,1801,SCAPDVR,EQ,976537,630528,64.57
20,1802,SCHAEFFLER,EQ,99040,71122,71.81
20,1803,SCHAND,EQ,570086,162034,28.42
20,1804,SCHNEIDER,EQ,457770,309600,67.63
20,1805,SCI,EQ,6628777,1924894,29.04
20,1806,SCPL,EQ,44322,10679,24.09
20,1807,SDBL,EQ,1383684,577702,41.75
20,1808,SDL24BEES,EQ,9103,9102,99.99
20,1809,SDL26BEES,EQ,241,216,89.63
20,1810,SEAMECLTD,EQ,32788,10100,30.80
20,1811,SECURCRED,EQ,433105,364533,84.17
20,1812,SECURKLOUD,EQ,31201,16649,53.36
20,1813,SELAN,EQ,54870,27865,50.78
20,1814,SEPC,EQ,14001327,8896758,63.54
20,1815,SEPOWER,EQ,21917,15822,72.19
20,1816,SEQUENT,EQ,534486,231231,43.26
20,1817,SERVOTECH,EQ,193728,193724,100.00
20,1818,SESHAPAPER,EQ,130571,82088,62.87
20,1819,SETCO,EQ,317701,191652,60.32
20,1820,SETF10GILT,EQ,30000,29761,99.20
20,1821,SETFGOLD,EQ,793412,674475,85.01
20,1822,SETFNIF50,EQ,594533,557290,93.74
20,1823,SETFNIFBK,EQ,11520,7605,66.02
20,1824,SETFNN50,EQ,17308,7570,43.74
20,1825,SFL,EQ,14146,9551,67.52
20,1826,SGBAPR28I,GB,403,318,78.91
20,1827,SGBAUG24,GB,427,290,67.92
20,1828,SGBAUG27,GB,8,6,75.00
20,1829,SGBAUG28V,GB,3400,2411,70.91
20,1830,SGBAUG29V,GB,359,293,81.62
20,1831,SGBAUG30,GB,352,248,70.45
20,1832,SGBD29VIII,GB,344,289,84.01
20,1833,SGBDC27VII,GB,15,14,93.33
20,1834,SGBDE30III,GB,676,453,67.01
20,1835,SGBDEC25,GB,1,1,100.00
20,1836,SGBDEC26,GB,36,36,100.00
20,1837,SGBFEB24,GB,26,23,88.46
20,1838,SGBFEB27,GB,4,4,100.00
20,1839,SGBFEB28IX,GB,17,17,100.00
20,1840,SGBFEB29XI,GB,121,121,100.00
20,1841,SGBJ28VIII,GB,21,21,100.00
20,1842,SGBJAN26,GB,12,12,100.00
20,1843,SGBJAN29IX,GB,970,625,64.43
20,1844,SGBJAN29X,GB,243,207,85.19
20,1845,SGBJAN30IX,GB,276,222,80.43
20,1846,SGBJU29III,GB,242,201,83.06
20,1847,SGBJUL27,GB,38,38,100.00
20,1848,SGBJUL28IV,GB,403,270,67.00
20,1849,SGBJUL29IV,GB,339,326,96.17
20,1850,SGBJUN27,GB,5,5,100.00
20,1851,SGBJUN28,GB,100,91,91.00
20,1852,SGBJUN29II,GB,763,619,81.13
20,1853,SGBJUN30,GB,312,229,73.40
20,1854,SGBMAR24,GB,123,86,69.92
20,1855,SGBMAR25,GB,814,763,93.73
20,1856,SGBMAR28X,GB,328,325,99.09
20,1857,SGBMAR30X,GB,75,43,57.33
20,1858,SGBMAR31IV,GB,384,282,73.44
20,1859,SGBMAY25,GB,32,22,68.75
20,1860,SGBMAY26,GB,12,9,75.00
20,1861,SGBMAY28,GB,112,111,99.11
20,1862,SGBMAY29I,GB,926,852,92.01
20,1863,SGBMR29XII,GB,620,421,67.90
20,1864,SGBN28VIII,GB,370,367,99.19
20,1865,SGBNOV23,GB,21,21,100.00
20,1866,SGBNOV24,GB,353,251,71.10
20,1867,SGBNOV258,GB,1,1,100.00
20,1868,SGBNV29VII,GB,701,458,65.34
20,1869,SGBOC28VII,GB,81,54,66.67
20,1870,SGBOCT25,GB,22,21,95.45
20,1871,SGBOCT25V,GB,7,7,100.00
20,1872,SGBOCT27,GB,15,15,100.00
20,1873,SGBOCT27VI,GB,24,24,100.00
20,1874,SGBSEP24,GB,33,23,69.70
20,1875,SGBSEP27,GB,9,7,77.78
20,1876,SGBSEP28VI,GB,108,102,94.44
20,1877,SGBSEP29VI,GB,480,257,53.54
20,1878,SGIL,EQ,56658,40794,72.00
20,1879,SGL,EQ,51035,41019,80.37
20,1880,SHAHALLOYS,EQ,32120,23270,72.45
20,1881,SHAILY,EQ,4717,3353,71.08
20,1882,SHAKTIPUMP,EQ,107284,36000,33.56
20,1883,SHALBY,EQ,217791,105035,48.23
20,1884,SHALPAINTS,EQ,14434,8582,59.46
20,1885,SHANKARA,EQ,48742,22488,46.14
20,1886,SHANTI,EQ,20660,13081,63.32
20,1887,SHANTIGEAR,EQ,198140,55678,28.10
20,1888,SHARDACROP,EQ,244058,98992,40.56
20,1889,SHARDAMOTR,EQ,26287,12664,48.18
20,1890,SHAREINDIA,EQ,120975,54722,45.23
20,1891,SHAREINDIA,W1,1929,1761,91.29
20,1892,SHARIABEES,EQ,1065,703,66.01
20,1893,SHEMAROO,EQ,23943,17168,71.70
20,1894,SHERA,SM,74000,56000,75.68
20,1895,SHIGAN,SM,15000,10500,70.00
20,1896,SHILPAMED,EQ,536249,334999,62.47
20,1897,SHIVALIK,EQ,12709,7614,59.91
20,1898,SHIVAMAUTO,EQ,34270,22927,66.90
20,1899,SHIVATEX,EQ,9411,6766,71.89
20,1900,SHK,EQ,151987,103271,67.95
20,1901,SHOPERSTOP,EQ,46487,22844,49.14
20,1902,SHRADHA,EQ,15663,13437,85.79
20,1903,SHREDIGCEM,EQ,894471,638245,71.35
20,1904,SHREECEM,EQ,37650,14594,38.76
20,1905,SHREEPUSHK,EQ,143816,76830,53.42
20,1906,SHREERAMA,EQ,132354,109804,82.96
20,1907,SHRENIK,EQ,670408,615460,91.80
20,1908,SHREYANIND,EQ,150299,81812,54.43
20,1909,SHREYAS,EQ,112090,48527,43.29
20,1910,SHRIPISTON,EQ,2799,2029,72.49
20,1911,SHRIRAMFIN,EQ,502008,329885,65.71
20,1912,SHRIRAMFIN,YH,41,33,80.49
20,1913,SHRIRAMFIN,YI,62,62,100.00
20,1914,SHRIRAMFIN,YK,72,51,70.83
20,1915,SHRIRAMFIN,YL,119,119,100.00
20,1916,SHRIRAMFIN,YN,1064,1054,99.06
20,1917,SHRIRAMFIN,YO,259,259,100.00
20,1918,SHRIRAMFIN,YR,50,50,100.00
20,1919,SHRIRAMFIN,YS,44,44,100.00
20,1920,SHRIRAMFIN,YY,26,26,100.00
20,1921,SHRIRAMFIN,YZ,20,20,100.00
20,1922,SHRIRAMFIN,Z8,95,95,100.00
20,1923,SHRIRAMFIN,ZB,50,50,100.00
20,1924,SHRIRAMFIN,ZE,50,50,100.00
20,1925,SHRIRAMFIN,ZI,5,5,100.00
20,1926,SHRIRAMFIN,ZK,100,100,100.00
20,1927,SHRIRAMPPS,EQ,277398,182485,65.78
20,1928,SHUBHLAXMI,SM,32000,25000,78.13
20,1929,SHYAMCENT,EQ,132325,94454,71.38
20,1930,SHYAMMETL,EQ,205079,113724,55.45
20,1931,SHYAMTEL,EQ,508,508,100.00
20,1932,SIDDHIKA,SM,1000,1000,100.00
20,1933,SIEMENS,EQ,217131,117668,54.19
20,1934,SIGACHI,EQ,54112,33193,61.34
20,1935,SIGIND,EQ,87010,58328,67.04
20,1936,SIGMA,SM,21750,20250,93.10
20,1937,SIKKO,EQ,41501,27510,66.29
20,1938,SILGO,EQ,81088,48611,59.95
20,1939,SILINV,EQ,300,218,72.67
20,1940,SILLYMONKS,EQ,53723,43861,81.64
20,1941,SILVER,EQ,71108,59338,83.45
20,1942,SILVERBEES,EQ,720403,488271,67.78
20,1943,SILVERETF,EQ,4290,2875,67.02
20,1944,SILVERTUC,EQ,28264,4964,17.56
20,1945,SIMBHALS,EQ,58203,37524,64.47
20,1946,SIMPLEXINF,EQ,268226,158586,59.12
20,1947,SINTERCOM,EQ,22071,18372,83.24
20,1948,SIRCA,EQ,171262,105796,61.77
20,1949,SIS,EQ,27537,16818,61.07
20,1950,SITINET,EQ,2423043,1753123,72.35
20,1951,SIYSIL,EQ,77756,39140,50.34
20,1952,SJS,EQ,676598,245402,36.27
20,1953,SJVN,EQ,3585780,1614542,45.03
20,1954,SKFINDIA,EQ,11996,7231,60.28
20,1955,SKIPPER,EQ,116282,59191,50.90
20,1956,SKMEGGPROD,EQ,754915,398581,52.80
20,1957,SKP,SM,36000,25000,69.44
20,1958,SKYGOLD,EQ,916073,262731,28.68
20,1959,SMARTLINK,EQ,6884,4852,70.48
20,1960,SMCGLOBAL,EQ,17964,14175,78.91
20,1961,SMLISUZU,EQ,42731,21501,50.32
20,1962,SMLT,EQ,56041,39681,70.81
20,1963,SMSLIFE,EQ,39414,19447,49.34
20,1964,SMSPHARMA,EQ,46713,28034,60.01
20,1965,SNOWMAN,EQ,410769,299802,72.99
20,1966,SOBHA,EQ,747700,202504,27.08
20,1967,SOFTTECH,EQ,2341,1621,69.24
20,1968,SOLARA,EQ,56047,30543,54.50
20,1969,SOLARINDS,EQ,53086,32744,61.68
20,1970,SOLEX,SM,5600,4000,71.43
20,1971,SOMANYCERA,EQ,177724,71647,40.31
20,1972,SOMATEX,EQ,50768,47628,93.82
20,1973,SOMICONVEY,EQ,1146218,323958,28.26
20,1974,SONACOMS,EQ,1934956,1137389,58.78
20,1975,SONAMCLOCK,EQ,21289,9826,46.16
20,1976,SONATSOFTW,EQ,147251,56005,38.03
20,1977,SOTAC,SM,8400,7200,85.71
20,1978,SOTL,EQ,62554,42661,68.20
20,1979,SOUTHBANK,EQ,22555246,7900098,35.03
20,1980,SOUTHWEST,EQ,14088,1709,12.13
20,1981,SPAL,EQ,57435,46475,80.92
20,1982,SPANDANA,EQ,158646,61749,38.92
20,1983,SPARC,EQ,248698,76586,30.79
20,1984,SPCENET,EQ,1313468,1128003,85.88
20,1985,SPECIALITY,EQ,499152,302878,60.68
20,1986,SPECTRUM,SM,1000,1000,100.00
20,1987,SPENCERS,EQ,125710,82237,65.42
20,1988,SPIC,EQ,801218,389655,48.63
20,1989,SPLIL,EQ,51369,30146,58.69
20,1990,SPLPETRO,EQ,44932,33940,75.54
20,1991,SPORTKING,EQ,30245,18758,62.02
20,1992,SREEL,EQ,8145,5474,67.21
20,1993,SREIBNPNCD,NW,41,41,100.00
20,1994,SRF,EQ,270365,145897,53.96
20,1995,SRHHYPOLTD,EQ,623067,143025,22.95
20,1996,SRIVASAVI,SM,120000,90000,75.00
20,1997,SRPL,EQ,372291,253428,68.07
20,1998,SSWL,EQ,463505,300101,64.75
20,1999,STAR,EQ,153316,75677,49.36
20,2000,STARCEMENT,EQ,1087979,650694,59.81
20,2001,STARHEALTH,EQ,512427,380257,74.21
20,2002,STARPAPER,EQ,17317,10866,62.75
20,2003,STARTECK,EQ,1657,1266,76.40
20,2004,STCINDIA,EQ,41509,18140,43.70
20,2005,STEELCAS,EQ,12136,6989,57.59
20,2006,STEELCITY,EQ,53690,40100,74.69
20,2007,STEELXIND,EQ,3036909,2113266,69.59
20,2008,STEL,EQ,6396,5181,81.00
20,2009,STERTOOLS,EQ,416232,82100,19.72
20,2010,STLTECH,EQ,931685,438829,47.10
20,2011,STOVEKRAFT,EQ,167271,80606,48.19
20,2012,STYLAMIND,EQ,28542,12751,44.67
20,2013,STYRENIX,EQ,234765,122458,52.16
20,2014,SUBEXLTD,EQ,1442863,833525,57.77
20,2015,SUBROS,EQ,64770,36471,56.31
20,2016,SUDARSCHEM,EQ,382197,213264,55.80
20,2017,SUKHJITS,EQ,8774,5113,58.27
20,2018,SULA,EQ,502078,181427,36.14
20,2019,SUMICHEM,EQ,644136,389778,60.51
20,2020,SUMIT,EQ,22531,14476,64.25
20,2021,SUMMITSEC,EQ,5630,3441,61.12
20,2022,SUNCLAYLTD,EQ,8243,5003,60.69
20,2023,SUNDARAM,EQ,2083330,1209585,58.06
20,2024,SUNDARMFIN,EQ,117196,104825,89.44
20,2025,SUNDARMHLD,EQ,129026,96228,74.58
20,2026,SUNDRMBRAK,EQ,37785,21959,58.12
20,2027,SUNDRMFAST,EQ,163928,109223,66.63
20,2028,SUNFLAG,EQ,639297,269720,42.19
20,2029,SUNPHARMA,EQ,3629780,2798201,77.09
20,2030,SUNTECK,EQ,193259,121939,63.10
20,2031,SUNTV,EQ,998239,328586,32.92
20,2032,SUPERHOUSE,EQ,24015,11262,46.90
20,2033,SUPERSPIN,EQ,60063,52508,87.42
20,2034,SUPRAJIT,EQ,103969,74283,71.45
20,2035,SUPREMEIND,EQ,33149,19043,57.45
20,2036,SUPREMEINF,EQ,33203,24325,73.26
20,2037,SUPRIYA,EQ,93977,40354,42.94
20,2038,SURANASOL,EQ,28597,20854,72.92
20,2039,SURANAT&P,EQ,72493,49273,67.97
20,2040,SURANI,SM,14000,12000,85.71
20,2041,SURYALAXMI,EQ,19243,12011,62.42
20,2042,SURYAROSNI,EQ,220443,106205,48.18
20,2043,SURYODAY,EQ,2224599,978986,44.01
20,2044,SUTLEJTEX,EQ,209208,131201,62.71
20,2045,SUULD,EQ,843467,480323,56.95
20,2046,SUVEN,EQ,227327,142903,62.86
20,2047,SUVENPHAR,EQ,85141,55664,65.38
20,2048,SUVIDHAA,EQ,117664,105856,89.96
20,2049,SUZLON,EQ,272291792,72118315,26.49
20,2050,SVLL,EQ,1958,993,50.72
20,2051,SWANENERGY,EQ,211148,79568,37.68
20,2052,SWARAJ,SM,32000,32000,100.00
20,2053,SWARAJENG,EQ,16536,9356,56.58
20,2054,SWASTIK,SM,19200,12000,62.50
20,2055,SWELECTES,EQ,7207,4261,59.12
20,2056,SWSOLAR,EQ,1555156,1275888,82.04
20,2057,SYMPHONY,EQ,79998,58343,72.93
20,2058,SYNCOMF,EQ,2221285,1565187,70.46
20,2059,SYNGENE,EQ,409494,283279,69.18
20,2060,SYRMA,EQ,751548,284783,37.89
20,2061,SYSTANGO,SM,102400,70400,68.75
20,2062,TAINWALCHM,EQ,39509,23221,58.77
20,2063,TAJGVK,EQ,548621,165334,30.14
20,2064,TAKE,EQ,182254,111296,61.07
20,2065,TALBROAUTO,EQ,1051623,178648,16.99
20,2066,TANLA,EQ,404642,166762,41.21
20,2067,TAPIFRUIT,SM,13500,13500,100.00
20,2068,TARACHAND,SM,4000,2000,50.00
20,2069,TARC,EQ,1200168,746640,62.21
20,2070,TARMAT,EQ,30717,22591,73.55
20,2071,TARSONS,EQ,86694,55902,64.48
20,2072,TASTYBITE,EQ,2658,1323,49.77
20,2073,TATACAPHSG,N6,19,19,100.00
20,2074,TATACAPHSG,NA,91,91,100.00
20,2075,TATACHEM,EQ,5155439,1094967,21.24
20,2076,TATACOFFEE,EQ,654567,200321,30.60
20,2077,TATACOMM,EQ,439351,166224,37.83
20,2078,TATACONSUM,EQ,774985,411361,53.08
20,2079,TATAELXSI,EQ,131164,52013,39.65
20,2080,TATAINVEST,EQ,254249,69764,27.44
20,2081,TATAMETALI,EQ,66851,26544,39.71
20,2082,TATAMOTORS,EQ,15008325,5575903,37.15
20,2083,TATAMTRDVR,EQ,3890615,1790990,46.03
20,2084,TATAPOWER,EQ,8688870,4606953,53.02
20,2085,TATASTEEL,EQ,39642539,21289860,53.70
20,2086,TATASTLLP,EQ,42909,21075,49.12
20,2087,TATVA,EQ,10429,7268,69.69
20,2088,TBZ,EQ,218473,136845,62.64
20,2089,TCFSL,ND,808,798,98.76
20,2090,TCFSL,NJ,280,280,100.00
20,2091,TCI,EQ,30808,14497,47.06
20,2092,TCIEXP,EQ,22843,15444,67.61
20,2093,TCNSBRANDS,EQ,273983,217426,79.36
20,2094,TCPLPACK,EQ,17057,9695,56.84
20,2095,TCS,EQ,1861468,1423821,76.49
20,2096,TDPOWERSYS,EQ,861286,360513,41.86
20,2097,TEAMLEASE,EQ,17442,11063,63.43
20,2098,TECH,EQ,25263,21856,86.51
20,2099,TECHIN,EQ,6301,5973,94.79
20,2100,TECHM,EQ,1754521,1041130,59.34
20,2101,TECHNOE,EQ,208632,97002,46.49
20,2102,TEGA,EQ,226048,76332,33.77
20,2103,TEJASNET,EQ,238084,117663,49.42
20,2104,TEMBO,EQ,114116,42957,37.64
20,2105,TERASOFT,EQ,92278,61176,66.30
20,2106,TEXINFRA,EQ,20277,13877,68.44
20,2107,TEXMOPIPES,EQ,88057,58062,65.94
20,2108,TEXRAIL,EQ,4397590,2169171,49.33
20,2109,TFCILTD,EQ,160747,95985,59.71
20,2110,TFL,EQ,31510,26986,85.64
20,2111,THANGAMAYL,EQ,53334,21071,39.51
20,2112,THEJO,SM,2550,2250,88.24
20,2113,THEMISMED,EQ,4072,2247,55.18
20,2114,THERMAX,EQ,16572,8054,48.60
20,2115,THOMASCOOK,EQ,326437,223873,68.58
20,2116,THYROCARE,EQ,151507,96970,64.00
20,2117,TI,EQ,662261,351157,53.02
20,2118,TIDEWATER,EQ,72053,38205,53.02
20,2119,TIIL,EQ,68600,40631,59.23
20,2120,TIINDIA,EQ,144801,105782,73.05
20,2121,TIJARIA,EQ,27021,21563,79.80
20,2122,TIMESGTY,EQ,7834,6616,84.45
20,2123,TIMETECHNO,EQ,8474802,1982335,23.39
20,2124,TIMKEN,EQ,19697,9019,45.79
20,2125,TINPLATE,EQ,124921,76869,61.53
20,2126,TIPSFILMS,EQ,10946,7343,67.08
20,2127,TIPSINDLTD,EQ,216268,121289,56.08
20,2128,TIRUMALCHM,EQ,357857,254166,71.02
20,2129,TIRUPATI,SM,1000,1000,100.00
20,2130,TIRUPATIFL,EQ,493191,262364,53.20
20,2131,TITAN,EQ,724102,425189,58.72
20,2132,TMB,EQ,80814,48353,59.83
20,2133,TNIDETF,EQ,7880,4279,54.30
20,2134,TNPETRO,EQ,168630,92944,55.12
20,2135,TNPL,EQ,287614,201425,70.03
20,2136,TOKYOPLAST,EQ,76240,23516,30.84
20,2137,TORNTPHARM,EQ,208268,84301,40.48
20,2138,TORNTPOWER,EQ,1114451,335192,30.08
20,2139,TOTAL,EQ,98006,62077,63.34
20,2140,TOUCHWOOD,EQ,513,465,90.64
20,2141,TPLPLASTEH,EQ,218023,90137,41.34
20,2142,TRACXN,EQ,4035474,1226106,30.38
20,2143,TRANSWIND,SM,4000,4000,100.00
20,2144,TREEHOUSE,EQ,25818,17563,68.03
20,2145,TREJHARA,EQ,187516,143027,76.27
20,2146,TRENT,EQ,231024,113331,49.06
20,2147,TRF,EQ,38054,23132,60.79
20,2148,TRIDENT,EQ,30526979,7993690,26.19
20,2149,TRIGYN,EQ,180645,94221,52.16
20,2150,TRIL,EQ,1324711,724483,54.69
20,2151,TRITURBINE,EQ,470970,194375,41.27
20,2152,TRIVENI,EQ,422507,252614,59.79
20,2153,TTKHLTCARE,EQ,33210,19763,59.51
20,2154,TTKPRESTIG,EQ,219349,177816,81.07
20,2155,TTL,EQ,15320,8781,57.32
20,2156,TTML,EQ,2314493,1042111,45.03
20,2157,TV18BRDCST,EQ,15276033,6117882,40.05
20,2158,TVSELECT,EQ,59826,22471,37.56
20,2159,TVSMOTOR,EQ,551021,232257,42.15
20,2160,TVSSRICHAK,EQ,7558,4553,60.24
20,2161,TVTODAY,EQ,89394,49315,55.17
20,2162,TVVISION,EQ,602,602,100.00
20,2163,TWL,EQ,504459,310604,61.57
20,2164,UBL,EQ,172989,114674,66.29
20,2165,UCALFUEL,EQ,7608,5577,73.30
20,2166,UCL,SM,4000,4000,100.00
20,2167,UCOBANK,EQ,4537916,1848092,40.73
20,2168,UDAICEMENT,EQ,223519,147661,66.06
20,2169,UFLEX,EQ,135389,82927,61.25
20,2170,UFO,EQ,243148,142776,58.72
20,2171,UGARSUGAR,EQ,438438,192232,43.84
20,2172,UGROCAP,EQ,680889,244276,35.88
20,2173,UGROCAP,N1,504,276,54.76
20,2174,UGROCAP,N3,50,50,100.00
20,2175,UGROCAP,N4,92,92,100.00
20,2176,UGROCAP,N6,50,50,100.00
20,2177,UGROCAP,N7,158,153,96.84
20,2178,UJJIVAN,EQ,359290,213201,59.34
20,2179,UJJIVANSFB,EQ,7929528,2564550,32.34
20,2180,ULTRACEMCO,EQ,186015,116710,62.74
20,2181,UMA,SM,152000,136000,89.47
20,2182,UMAEXPORTS,EQ,41722,26419,63.32
20,2183,UMANGDAIRY,EQ,4550,4001,87.93
20,2184,UMESLTD,EQ,16057,15937,99.25
20,2185,UNICHEMLAB,EQ,51680,39162,75.78
20,2186,UNIDT,EQ,66519,43336,65.15
20,2187,UNIENTER,EQ,4531,3275,72.28
20,2188,UNIINFO,EQ,9275,7691,82.92
20,2189,UNIONBANK,EQ,3763231,1721775,45.75
20,2190,UNIPARTS,EQ,145052,84572,58.30
20,2191,UNITEDPOLY,EQ,3437,3437,100.00
20,2192,UNITEDTEA,EQ,5224,4524,86.60
20,2193,UNIVASTU,EQ,25983,18391,70.78
20,2194,UNIVCABLES,EQ,19196,13754,71.65
20,2195,UNIVPHOTO,EQ,2306,1311,56.85
20,2196,UNOMINDA,EQ,472523,261229,55.28
20,2197,UPL,EQ,1227013,774711,63.14
20,2198,URAVI,SM,21600,9600,44.44
20,2199,URJA,EQ,1986343,1294331,65.16
20,2200,USASEEDS,SM,900,600,66.67
20,2201,USHAMART,EQ,1112867,815641,73.29
20,2202,USK,EQ,145237,119136,82.03
20,2203,UTIAMC,EQ,109818,66803,60.83
20,2204,UTIBANKETF,EQ,48732,22396,45.96
20,2205,UTINEXT50,EQ,36325,28687,78.97
20,2206,UTINIFTETF,EQ,1943,1272,65.47
20,2207,UTISENSETF,EQ,1324,771,58.23
20,2208,UTISXN50,EQ,2428,1396,57.50
20,2209,UTTAMSUGAR,EQ,58348,31424,53.86
20,2210,UWCSL,SM,6000,6000,100.00
20,2211,V2RETAIL,EQ,86805,56095,64.62
20,2212,VADILALIND,EQ,16247,8387,51.62
20,2213,VAIBHAVGBL,EQ,100553,57109,56.79
20,2214,VAISHALI,EQ,66257,44237,66.77
20,2215,VAKRANGEE,EQ,25582813,7527227,29.42
20,2216,VALIANTORG,EQ,155429,35096,22.58
20,2217,VARDHACRLC,EQ,48800,31170,63.87
20,2218,VARDMNPOLY,EQ,81739,52364,64.06
20,2219,VARROC,EQ,78026,40023,51.29
20,2220,VASA,SM,44000,36000,81.82
20,2221,VASCONEQ,EQ,5157663,2534153,49.13
20,2222,VASWANI,EQ,80833,58936,72.91
20,2223,VBL,EQ,676308,340390,50.33
20,2224,VCL,EQ,246770,205766,83.38
20,2225,VEDL,EQ,6297485,2336287,37.10
20,2226,VEEKAYEM,SM,8000,8000,100.00
20,2227,VELS,SM,25200,25200,100.00
20,2228,VENKEYS,EQ,54742,22816,41.68
20,2229,VENUSPIPES,EQ,173654,93571,53.88
20,2230,VENUSREM,EQ,220005,144178,65.53
20,2231,VERANDA,EQ,99474,71931,72.31
20,2232,VERTEXPLUS,SM,3600,3600,100.00
20,2233,VERTOZ,EQ,432399,144485,33.41
20,2234,VESUVIUS,EQ,12791,6102,47.71
20,2235,VETO,EQ,77632,49729,64.06
20,2236,VGUARD,EQ,138061,89210,64.62
20,2237,VHL,EQ,567,312,55.03
20,2238,VIDHIING,EQ,13501,8320,61.63
20,2239,VIJAYA,EQ,3398025,3144137,92.53
20,2240,VIJIFIN,EQ,803064,603247,75.12
20,2241,VIKASECO,EQ,4599360,2741749,59.61
20,2242,VIKASLIFE,EQ,18977492,10452453,55.08
20,2243,VIMTALABS,EQ,18161,9566,52.67
20,2244,VINATIORGA,EQ,38504,24216,62.89
20,2245,VINDHYATEL,EQ,14957,8343,55.78
20,2246,VINEETLAB,EQ,17180,9389,54.65
20,2247,VINNY,EQ,823049,479137,58.21
20,2248,VINYLINDIA,EQ,115698,54015,46.69
20,2249,VIPCLOTHNG,EQ,383418,198881,51.87
20,2250,VIPIND,EQ,267373,222740,83.31
20,2251,VIPULLTD,EQ,20918,17345,82.92
20,2252,VIRINCHI,EQ,1900545,1012564,53.28
20,2253,VISAKAIND,EQ,174314,102099,58.57
20,2254,VISESHINFO,EQ,5256046,3607966,68.64
20,2255,VISHAL,EQ,241491,163989,67.91
20,2256,VISHNU,EQ,858261,431148,50.24
20,2257,VISHWARAJ,EQ,2896279,654187,22.59
20,2258,VITAL,SM,74400,56400,75.81
20,2259,VIVIANA,SM,20000,14000,70.00
20,2260,VIVIDHA,EQ,1079209,682376,63.23
20,2261,VIVO,SM,3200,3200,100.00
20,2262,VLSFINANCE,EQ,20882,13014,62.32
20,2263,VMARCIND,SM,87000,63000,72.41
20,2264,VMART,EQ,77861,68532,88.02
20,2265,VOLTAMP,EQ,45361,18071,39.84
20,2266,VOLTAS,EQ,356474,164219,46.07
20,2267,VRLLOG,EQ,130903,55157,42.14
20,2268,VSSL,EQ,49005,27434,55.98
20,2269,VSTIND,EQ,2416,1556,64.40
20,2270,VSTTILLERS,EQ,12070,6093,50.48
20,2271,VTL,EQ,797324,402063,50.43
20,2272,WABAG,EQ,1325817,524286,39.54
20,2273,WALCHANNAG,EQ,2443806,1225583,50.15
20,2274,WALPAR,SM,2000,2000,100.00
20,2275,WATERBASE,EQ,153336,58170,37.94
20,2276,WEALTH,EQ,1049,1000,95.33
20,2277,WEBELSOLAR,EQ,157365,119427,75.89
20,2278,WEIZMANIND,EQ,9154,4982,54.42
20,2279,WEL,EQ,2392,1297,54.22
20,2280,WELCORP,EQ,1846316,1180714,63.95
20,2281,WELENT,EQ,781678,462891,59.22
20,2282,WELINV,EQ,686,574,83.67
20,2283,WELSPUNIND,EQ,12950776,2556865,19.74
20,2284,WENDT,EQ,921,542,58.85
20,2285,WESTLIFE,EQ,465247,365291,78.52
20,2286,WEWIN,EQ,11877,7006,58.99
20,2287,WHEELS,EQ,10551,6774,64.20
20,2288,WHIRLPOOL,EQ,52943,22431,42.37
20,2289,WILLAMAGOR,EQ,8278,6132,74.08
20,2290,WINDLAS,EQ,39539,23920,60.50
20,2291,WINDMACHIN,EQ,1085781,630435,58.06
20,2292,WIPRO,EQ,3626430,1893147,52.20
20,2293,WOCKPHARMA,EQ,226988,128320,56.53
20,2294,WONDERLA,EQ,483443,158165,32.72
20,2295,WORTH,EQ,12223,8757,71.64
20,2296,WSTCSTPAPR,EQ,169933,99713,58.68
20,2297,XCHANGING,EQ,770739,385196,49.98
20,2298,XELPMOC,EQ,509485,226402,44.44
20,2299,XPROINDIA,EQ,20179,9856,48.84
20,2300,YAARI,EQ,2241190,974913,43.50
20,2301,YESBANK,EQ,39525286,19505636,49.35
20,2302,YUKEN,EQ,25234,13638,54.05
20,2303,ZEEL,EQ,15642875,4561543,29.16
20,2304,ZEELEARN,EQ,1943536,1590579,81.84
