Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,30052023,954498727,0002293
Trade Date <30-MAY-2023>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,86,ADANIPORTS,EQ,4785799,1038815,21.71
20,87,ADANIPOWER,EQ,2767227,1460449,52.78
20,88,ADANITRANS,EQ,3543724,1815311,51.23
20,89,ADFFOODS,EQ,37846,19171,50.66
20,90,ADORWELD,EQ,100861,46761,46.36
20,91,ADROITINFO,EQ,40771,30730,75.37
20,92,ADSL,EQ,176409,100308,56.86
20,93,ADVANIHOTR,EQ,32499,19500,60.00
20,94,ADVENZYMES,EQ,60032,41938,69.86
20,95,AEGISCHEM,EQ,438845,186262,42.44
20,96,AETHER,EQ,14594,7044,48.27
20,97,AFFLE,EQ,224815,123334,54.86
20,98,AGARIND,EQ,19249,11391,59.18
20,99,AGARWALFT,SM,69000,48000,69.57
20,100,AGI,EQ,146738,73021,49.76
20,101,AGNI,SM,10000,10000,100.00
20,102,AGRITECH,EQ,4796,2800,58.38
20,103,AGROPHOS,EQ,39822,32594,81.85
20,104,AGSTRA,EQ,588857,224446,38.12
20,105,AGUL,SM,4000,4000,100.00
20,106,AHL,EQ,696352,85839,12.33
20,107,AHLADA,EQ,34588,29478,85.23
20,108,AHLEAST,EQ,5832,4450,76.30
20,109,AHLUCONT,EQ,183567,50281,27.39
20,110,AIAENG,EQ,409001,83386,20.39
20,111,AILIMITED,SM,6000,6000,100.00
20,112,AIRAN,EQ,72937,44646,61.21
20,113,AIROLAM,EQ,43519,26427,60.73
20,114,AIRTELPP,E1,123258,75026,60.87
20,115,AISL,SM,2400,2400,100.00
20,116,AJANTPHARM,EQ,23059,10551,45.76
20,117,AJMERA,EQ,60480,28096,46.46
20,118,AJOONI,EQ,420111,275489,65.58
20,119,AKASH,EQ,34875,23302,66.82
20,120,AKG,EQ,139562,83566,59.88
20,121,AKSHAR,EQ,1980,1137,57.42
20,122,AKSHARCHEM,EQ,10041,6880,68.52
20,123,AKSHOPTFBR,EQ,145100,93504,64.44
20,124,AKZOINDIA,EQ,9588,5284,55.11
20,125,ALANKIT,EQ,67128,37152,55.35
20,126,ALBERTDAVD,EQ,1755,1123,63.99
20,127,ALEMBICLTD,EQ,108055,74775,69.20
20,128,ALICON,EQ,13788,8621,62.53
20,129,ALKALI,EQ,15103,10012,66.29
20,130,ALKEM,EQ,144778,111680,77.14
20,131,ALKYLAMINE,EQ,26651,10062,37.75
20,132,ALLCARGO,EQ,173437,85450,49.27
20,133,ALLETEC,SM,41600,30400,73.08
20,134,ALLSEC,EQ,4343,2725,62.74
20,135,ALMONDZ,EQ,6685,4297,64.28
20,136,ALOKINDS,EQ,2371960,980338,41.33
20,137,ALPA,EQ,104105,53817,51.69
20,138,ALPHAGEO,EQ,14130,7997,56.60
20,139,AMARAJABAT,EQ,183550,81776,44.55
20,140,AMBER,EQ,198676,45078,22.69
20,141,AMBICAAGAR,EQ,35503,22620,63.71
20,142,AMBIKCO,EQ,11617,8219,70.75
20,143,AMBUJACEM,EQ,3733902,1516934,40.63
20,144,AMDIND,EQ,141656,95552,67.45
20,145,AMEYA,SM,16000,12000,75.00
20,146,AMIABLE,SM,3200,1600,50.00
20,147,AMIORG,EQ,86918,34949,40.21
20,148,AMJLAND,EQ,15208,10199,67.06
20,149,AMRUTANJAN,EQ,22758,13197,57.99
20,150,ANANDRATHI,EQ,13792,5116,37.09
20,151,ANANTRAJ,EQ,372101,219164,58.90
20,152,ANDHRAPAP,EQ,66264,38789,58.54
20,153,ANDHRSUGAR,EQ,191038,116720,61.10
20,154,ANDREWYU,EQ,109962,86436,78.61
20,155,ANGELONE,EQ,220561,90932,41.23
20,156,ANIKINDS,EQ,24070,14006,58.19
20,157,ANLON,SM,8400,8400,100.00
20,158,ANMOL,EQ,97716,43373,44.39
20,159,ANNAPURNA,SM,87000,63000,72.41
20,160,ANTGRAPHIC,EQ,348380,127119,36.49
20,161,ANUP,EQ,27097,14503,53.52
20,162,ANURAS,EQ,185998,103115,55.44
20,163,APARINDS,EQ,56634,36945,65.23
20,164,APCL,EQ,20956,14498,69.18
20,165,APCOTEXIND,EQ,28904,14349,49.64
20,166,APEX,EQ,85342,47161,55.26
20,167,APLAPOLLO,EQ,328991,196501,59.73
20,168,APLLTD,EQ,41024,20429,49.80
20,169,APOLLO,EQ,802066,574166,71.59
20,170,APOLLOHOSP,EQ,1298380,331368,25.52
20,171,APOLLOPIPE,EQ,47387,26800,56.56
20,172,APOLLOTYRE,EQ,1445958,501596,34.69
20,173,APOLSINHOT,EQ,2044,1616,79.06
20,174,APTECHT,EQ,3267771,573023,17.54
20,175,APTUS,EQ,548948,487610,88.83
20,176,ARCHIDPLY,EQ,34341,23612,68.76
20,177,ARCHIES,EQ,97633,65745,67.34
20,178,ARENTERP,EQ,1070,831,77.66
20,179,ARHAM,SM,18000,12000,66.67
20,180,ARIES,EQ,35733,20440,57.20
20,181,ARIHANTCAP,EQ,62223,50709,81.50
20,182,ARIHANTSUP,EQ,139255,53011,38.07
20,183,ARISTO,SM,1600,1600,100.00
20,184,ARMANFIN,EQ,10021,6458,64.44
20,185,AROGRANITE,EQ,11564,8954,77.43
20,186,ARROWGREEN,EQ,14080,14080,100.00
20,187,ARSHIYA,EQ,357269,254010,71.10
20,188,ARTEMISMED,EQ,117533,80201,68.24
20,189,ARTNIRMAN,EQ,2004,1016,50.70
20,190,ARVEE,EQ,875,603,68.91
20,191,ARVIND,EQ,566839,192178,33.90
20,192,ARVINDFASN,EQ,1166683,552966,47.40
20,193,ARVSMART,EQ,20310,13207,65.03
20,194,ASAHIINDIA,EQ,62674,38840,61.97
20,195,ASAHISONG,EQ,14177,11746,82.85
20,196,ASAL,EQ,13292,7092,53.36
20,197,ASALCBR,EQ,241563,73703,30.51
20,198,ASHAPURMIN,EQ,302135,124065,41.06
20,199,ASHIANA,EQ,54458,33002,60.60
20,200,ASHIMASYN,EQ,75807,53891,71.09
20,201,ASHOKA,EQ,2369076,1379625,58.23
20,202,ASHOKLEY,EQ,6579187,3983911,60.55
20,203,ASIANENE,EQ,130339,105832,81.20
20,204,ASIANHOTNR,EQ,2943,1968,66.87
20,205,ASIANPAINT,EQ,506026,287089,56.73
20,206,ASIANTILES,EQ,303335,163599,53.93
20,207,ASPINWALL,EQ,929,706,76.00
20,208,ASTEC,EQ,10994,3979,36.19
20,209,ASTERDM,EQ,245103,87893,35.86
20,210,ASTRAL,EQ,330644,188563,57.03
20,211,ASTRAMICRO,EQ,264019,104657,39.64
20,212,ASTRAZEN,EQ,9033,5977,66.17
20,213,ASTRON,EQ,130345,71713,55.02
20,214,ATALREAL,EQ,778639,439674,56.47
20,215,ATFL,EQ,15779,12014,76.14
20,216,ATGL,EQ,3638539,1892453,52.01
20,217,ATLANTA,EQ,26850,18487,68.85
20,218,ATUL,EQ,49761,11609,23.33
20,219,ATULAUTO,EQ,207230,74325,35.87
20,220,AUBANK,EQ,1145487,465596,40.65
20,221,AUROIMPEX,ST,99200,96000,96.77
20,222,AUROPHARMA,EQ,9346787,1464754,15.67
20,223,AURUM,EQ,37978,23925,63.00
20,224,AURUMPP,E1,10138,9516,93.86
20,225,AUSOMENT,EQ,2762,2324,84.14
20,226,AUTOAXLES,EQ,19832,14119,71.19
20,227,AUTOBEES,EQ,33483,19832,59.23
20,228,AUTOIND,EQ,26993,16133,59.77
20,229,AVADHSUGAR,EQ,35773,15216,42.53
20,230,AVALON,EQ,531357,252720,47.56
20,231,AVANTIFEED,EQ,448489,182005,40.58
20,232,AVG,EQ,26672,3073,11.52
20,233,AVONMORE,EQ,10639,7417,69.72
20,234,AVROIND,EQ,9399,3747,39.87
20,235,AVTNPL,EQ,151018,59231,39.22
20,236,AWHCL,EQ,66249,39404,59.48
20,237,AWL,EQ,1301678,729224,56.02
20,238,AXISBANK,EQ,7804403,3179529,40.74
20,239,AXISBNKETF,EQ,549,204,37.16
20,240,AXISBPSETF,EQ,12046,7920,65.75
20,241,AXISCADES,EQ,94397,63763,67.55
20,242,AXISCETF,EQ,1388,1369,98.63
20,243,AXISGOLD,EQ,146052,125375,85.84
20,244,AXISHCETF,EQ,13723,11908,86.77
20,245,AXISILVER,EQ,78520,75880,96.64
20,246,AXISNIFTY,EQ,2552,1652,64.73
20,247,AXISTECETF,EQ,662,393,59.37
20,248,AXITA,EQ,488280,461167,94.45
20,249,AXSENSEX,EQ,1994,1468,73.62
20,250,AYMSYNTEX,EQ,7403,4257,57.50
20,251,BAGFILMS,EQ,76493,65163,85.19
20,252,BAHETI,SM,27000,22500,83.33
20,253,BAIDFIN,EQ,84059,11937,14.20
20,254,BAJAJ-AUTO,EQ,229574,153882,67.03
20,255,BAJAJCON,EQ,2438055,1111037,45.57
20,256,BAJAJELEC,EQ,75117,38617,51.41
20,257,BAJAJFINSV,EQ,1506999,635363,42.16
20,258,BAJAJHCARE,EQ,46776,31367,67.06
20,259,BAJAJHIND,EQ,21098935,9714234,46.04
20,260,BAJAJHLDNG,EQ,74519,34467,46.25
20,261,BAJFINANCE,EQ,881923,416873,47.27
20,262,BALAJITELE,EQ,101983,71027,69.65
20,263,BALAMINES,EQ,59763,23392,39.14
20,264,BALAXI,EQ,25263,11560,45.76
20,265,BALKRISHNA,EQ,6541,4513,69.00
20,266,BALKRISIND,EQ,1030231,603401,58.57
20,267,BALMLAWRIE,EQ,378972,211949,55.93
20,268,BALPHARMA,EQ,23256,12362,53.16
20,269,BALRAMCHIN,EQ,429120,98499,22.95
20,270,BANARBEADS,EQ,853,670,78.55
20,271,BANARISUG,EQ,1530,571,37.32
20,272,BANCOINDIA,EQ,110092,59298,53.86
20,273,BANDHANBNK,EQ,5246130,1574331,30.01
20,274,BANG,EQ,343288,88496,25.78
20,275,BANKA,EQ,14848,7843,52.82
20,276,BANKBARODA,EQ,8962430,2844803,31.74
20,277,BANKBEES,EQ,269298,115727,42.97
20,278,BANKINDIA,EQ,2703655,919925,34.03
20,279,BANSWRAS,EQ,74339,44896,60.39
20,280,BARBEQUE,EQ,127164,68613,53.96
20,281,BASF,EQ,14353,6402,44.60
20,282,BASML,EQ,58545,42480,72.56
20,283,BATAINDIA,EQ,263320,102802,39.04
20,284,BAYERCROP,EQ,44843,36382,81.13
20,285,BBETF0432,EQ,1514,1448,95.64
20,286,BBL,EQ,13096,5609,42.83
20,287,BBOX,EQ,117571,77362,65.80
20,288,BBTC,EQ,36020,19222,53.36
20,289,BBTCL,EQ,1975,1152,58.33
20,290,BCG,EQ,37427980,16539620,44.19
20,291,BCLIND,EQ,128678,62393,48.49
20,292,BCONCEPTS,EQ,20490,12981,63.35
20,293,BDL,EQ,355062,124672,35.11
20,294,BEARDSELL,EQ,283799,154450,54.42
20,295,BECTORFOOD,EQ,1199975,393859,32.82
20,296,BEDMUTHA,EQ,9534,7969,83.59
20,297,BEL,EQ,7803617,3480734,44.60
20,298,BEML,EQ,76116,31078,40.83
20,299,BEPL,EQ,2381657,901405,37.85
20,300,BERGEPAINT,EQ,819842,406172,49.54
20,301,BESTAGRO,EQ,959229,332051,34.62
20,302,BETA,SM,2600,2600,100.00
20,303,BEWLTD,SM,10500,10000,95.24
20,304,BFINVEST,EQ,14133,6483,45.87
20,305,BFUTILITIE,EQ,239213,116989,48.91
20,306,BGRENERGY,EQ,131213,94231,71.82
20,307,BHAGCHEM,EQ,3254,2276,69.94
20,308,BHAGERIA,EQ,23653,11750,49.68
20,309,BHAGYANGR,EQ,30054,21261,70.74
20,310,BHANDARI,EQ,92648,69116,74.60
20,311,BHARATFORG,EQ,1542396,943289,61.16
20,312,BHARATGEAR,EQ,45058,27626,61.31
20,313,BHARATRAS,EQ,506,300,59.29
20,314,BHARATWIRE,EQ,2356501,935938,39.72
20,315,BHARTIARTL,EQ,5148256,3572341,69.39
20,316,BHEL,EQ,21708061,3811377,17.56
20,317,BIGBLOC,EQ,101577,54700,53.85
20,318,BIKAJI,EQ,164169,89319,54.41
20,319,BIL,EQ,11298,3754,33.23
20,320,BINANIIND,EQ,21187,14711,69.43
20,321,BIOCON,EQ,1529554,531794,34.77
20,322,BIOFILCHEM,EQ,104821,56876,54.26
20,323,BIRET,RR,25676,19665,76.59
20,324,BIRLACABLE,EQ,266237,101269,38.04
20,325,BIRLACORPN,EQ,901694,265081,29.40
20,326,BIRLAMONEY,EQ,35510,13294,37.44
20,327,BLAL,EQ,137818,55426,40.22
20,328,BLBLIMITED,EQ,145887,90687,62.16
20,329,BLISSGVS,EQ,58603,35947,61.34
20,330,BLKASHYAP,EQ,370608,230053,62.07
20,331,BLS,EQ,3263448,816077,25.01
20,332,BLUEDART,EQ,17088,9605,56.21
20,333,BLUESTARCO,EQ,391035,328771,84.08
20,334,BMETRICS,SM,18400,15200,82.61
20,335,BODALCHEM,EQ,619388,172313,27.82
20,336,BOHRAIND,EQ,415,405,97.59
20,337,BOMDYEING,EQ,480208,251429,52.36
20,338,BOROLTD,EQ,152675,64380,42.17
20,339,BORORENEW,EQ,341652,109059,31.92
20,340,BOSCHLTD,EQ,23849,7680,32.20
20,341,BPCL,EQ,1361344,583409,42.86
20,342,BPL,EQ,100867,50524,50.09
20,343,BRIGADE,EQ,72217,31252,43.28
20,344,BRIGHT,SM,78000,60000,76.92
20,345,BRITANNIA,EQ,199772,116010,58.07
20,346,BRITANNIA,N3,3792,3768,99.37
20,347,BRNL,EQ,31094,20627,66.34
20,348,BROOKS,EQ,6301,3969,62.99
20,349,BSE,EQ,328356,162297,49.43
20,350,BSL,EQ,8441,3587,42.49
20,351,BSLGOLDETF,EQ,307527,302240,98.28
20,352,BSLNIFTY,EQ,62925,49159,78.12
20,353,BSLSENETFG,EQ,2396,1513,63.15
20,354,BSOFT,EQ,2186123,1021879,46.74
20,355,BTML,EQ,116526,99496,85.39
20,356,BURNPUR,EQ,109971,74847,68.06
20,357,BUTTERFLY,EQ,5728,2334,40.75
20,358,BVCL,EQ,26380,15875,60.18
20,359,BYKE,EQ,24113,17990,74.61
20,360,CAMLINFINE,EQ,230278,132996,57.75
20,361,CAMPUS,EQ,1858003,1014970,54.63
20,362,CAMS,EQ,27634,16389,59.31
20,363,CANBK,EQ,3248773,964755,29.70
20,364,CANFINHOME,EQ,342247,113675,33.21
20,365,CANTABIL,EQ,14511,6492,44.74
20,366,CAPACITE,EQ,529723,237045,44.75
20,367,CAPLIPOINT,EQ,79577,42530,53.45
20,368,CAPTRUST,EQ,8441,4688,55.54
20,369,CARBORUNIV,EQ,80546,55782,69.25
20,370,CAREERP,EQ,473915,175657,37.07
20,371,CARERATING,EQ,81205,46876,57.73
20,372,CARTRADE,EQ,30696,16322,53.17
20,373,CARYSIL,EQ,54199,26624,49.12
20,374,CASTROLIND,EQ,354476,216165,60.98
20,375,CCHHL,EQ,186021,138597,74.51
20,376,CCL,EQ,92859,57020,61.40
20,377,CDSL,EQ,307688,235794,76.63
20,378,CEATLTD,EQ,458592,130678,28.50
20,379,CELEBRITY,EQ,28787,24335,84.53
20,380,CENTENKA,EQ,44297,33535,75.70
20,381,CENTEXT,EQ,117325,70830,60.37
20,382,CENTRALBK,EQ,2927396,1054574,36.02
20,383,CENTRUM,EQ,96192,75365,78.35
20,384,CENTUM,EQ,449142,110747,24.66
20,385,CENTURYPLY,EQ,42957,22497,52.37
20,386,CENTURYTEX,EQ,40859,20295,49.67
20,387,CERA,EQ,8511,4186,49.18
20,388,CEREBRAINT,EQ,716337,532206,74.30
20,389,CESC,EQ,1367745,911032,66.61
20,390,CGCL,EQ,212747,29538,13.88
20,391,CGPOWER,EQ,3152139,2214518,70.25
20,392,CHALET,EQ,82582,37844,45.83
20,393,CHAMBLFERT,EQ,2025736,802319,39.61
20,394,CHEMBOND,EQ,108812,56004,51.47
20,395,CHEMCON,EQ,39653,21576,54.41
20,396,CHEMFAB,EQ,27409,16538,60.34
20,397,CHEMPLASTS,EQ,75128,21874,29.12
20,398,CHENNPETRO,EQ,1287979,302642,23.50
20,399,CHEVIOT,EQ,1415,938,66.29
20,400,CHOICEIN,EQ,1117095,127080,11.38
20,401,CHOLAFIN,EQ,1051231,564590,53.71
20,402,CHOLAFIN,N0,4,4,100.00
20,403,CHOLAFIN,N2,170,170,100.00
20,404,CHOLAFIN,N5,19,19,100.00
20,405,CHOLAHLDNG,EQ,20010,13046,65.20
20,406,CIGNITITEC,EQ,89311,58005,64.95
20,407,CINELINE,EQ,351560,94216,26.80
20,408,CINEVISTA,EQ,78606,59126,75.22
20,409,CIPLA,EQ,1337311,881065,65.88
20,410,CLEAN,EQ,116333,55618,47.81
20,411,CLEDUCATE,EQ,38271,18970,49.57
20,412,CLOUD,SM,536000,273000,50.93
20,413,CLSEL,EQ,178338,100762,56.50
20,414,CMNL,SM,252000,198000,78.57
20,415,CMRSL,SM,800,800,100.00
20,416,CMSINFO,EQ,243355,125328,51.50
20,417,COALINDIA,EQ,4657906,1794677,38.53
20,418,COASTCORP,EQ,63499,37542,59.12
20,419,COASTPP1,E1,1275,1202,94.27
20,420,COCHINSHIP,EQ,513460,224761,43.77
20,421,COFFEEDAY,EQ,2183629,1069114,48.96
20,422,COFORGE,EQ,270720,164533,60.78
20,423,COLPAL,EQ,171987,99895,58.08
20,424,COMPINFO,EQ,145446,89839,61.77
20,425,COMPUSOFT,EQ,83649,61202,73.17
20,426,CONCOR,EQ,753031,492925,65.46
20,427,CONFIPET,EQ,929766,589705,63.43
20,428,CONSOFINVT,EQ,18139,13318,73.42
20,429,CONSUMBEES,EQ,22220,17591,79.17
20,430,CONTI,SM,9999,6666,66.67
20,431,CONTROLPR,EQ,235405,93733,39.82
20,432,COOLCAPS,SM,7250,3500,48.28
20,433,CORALFINAC,EQ,12050,9328,77.41
20,434,CORDSCABLE,EQ,153603,62509,40.70
20,435,COROMANDEL,EQ,263278,147516,56.03
20,436,COSMOFIRST,EQ,76853,48977,63.73
20,437,COUNCODOS,EQ,32490,22377,68.87
20,438,CPSEETF,EQ,697577,377976,54.18
20,439,CRAFTSMAN,EQ,13477,5310,39.40
20,440,CREATIVE,EQ,23946,19424,81.12
20,441,CREATIVEYE,EQ,1050,1050,100.00
20,442,CREDITACC,EQ,215683,167698,77.75
20,443,CREDITACC,N3,17,17,100.00
20,444,CREST,EQ,10969,7885,71.88
20,445,CRISIL,EQ,25509,16662,65.32
20,446,CROMPTON,EQ,2002695,1156667,57.76
20,447,CROWN,EQ,2813,1813,64.45
20,448,CSBBANK,EQ,102870,51512,50.07
20,449,CSLFINANCE,EQ,56482,32238,57.08
20,450,CTE,EQ,49806,27385,54.98
20,451,CUB,EQ,7264152,3339672,45.97
20,452,CUMMINSIND,EQ,559849,213250,38.09
20,453,CUPID,EQ,34355,20091,58.48
20,454,CYBERMEDIA,EQ,12401,9661,77.91
20,455,CYBERTECH,EQ,89985,43862,48.74
20,456,CYIENT,EQ,347776,195409,56.19
20,457,DAAWAT,EQ,603407,270514,44.83
20,458,DABUR,EQ,2023557,1451800,71.74
20,459,DALBHARAT,EQ,433037,137867,31.84
20,460,DALMIASUG,EQ,29777,17053,57.27
20,461,DAMODARIND,EQ,11664,5721,49.05
20,462,DANGEE,EQ,279052,238281,85.39
20,463,DATAMATICS,EQ,123690,48721,39.39
20,464,DATAPATTNS,EQ,427739,116978,27.35
20,465,DBCORP,EQ,148096,88231,59.58
20,466,DBL,EQ,7232963,2418666,33.44
20,467,DBOL,EQ,91038,46601,51.19
20,468,DBREALTY,EQ,3320296,1100296,33.14
20,469,DBSTOCKBRO,EQ,1820,1660,91.21
20,470,DCAL,EQ,537956,214792,39.93
20,471,DCBBANK,EQ,643551,242957,37.75
20,472,DCI,EQ,1646,1116,67.80
20,473,DCM,EQ,16333,8279,50.69
20,474,DCMFINSERV,EQ,11887,7947,66.85
20,475,DCMNVL,EQ,26052,15727,60.37
20,476,DCMSHRIRAM,EQ,23098,12725,55.09
20,477,DCMSRIND,EQ,114503,78122,68.23
20,478,DCW,EQ,415364,248482,59.82
20,479,DCXINDIA,EQ,211455,96541,45.66
20,480,DECCANCE,EQ,31699,24252,76.51
20,481,DEEPAKFERT,EQ,311377,178102,57.20
20,482,DEEPAKNTR,EQ,180598,52285,28.95
20,483,DEEPENR,EQ,59045,43587,73.82
20,484,DEEPINDS,EQ,382302,211328,55.28
20,485,DELHIVERY,EQ,1397902,1195641,85.53
20,486,DELPHIFX,EQ,3259,205,6.29
20,487,DELTACORP,EQ,3172859,981476,30.93
20,488,DELTAMAGNT,EQ,35507,15902,44.79
20,489,DEN,EQ,930092,367223,39.48
20,490,DENEERS,SM,8400,7200,85.71
20,491,DENORA,EQ,24935,13326,53.44
20,492,DESTINY,SM,6000,6000,100.00
20,493,DEVIT,EQ,543791,264613,48.66
20,494,DEVYANI,EQ,1137136,586917,51.61
20,495,DGCONTENT,EQ,18823,14127,75.05
20,496,DHAMPURSUG,EQ,68579,32707,47.69
20,497,DHANBANK,EQ,759631,451010,59.37
20,498,DHANI,EQ,2793258,1238452,44.34
20,499,DHANILOANS,N6,1,1,100.00
20,500,DHANILOANS,N7,20,20,100.00
20,501,DHANILOANS,N8,40,40,100.00
20,502,DHANILOANS,NG,13,12,92.31
20,503,DHANILOANS,NU,15,15,100.00
20,504,DHANILOANS,NV,64,64,100.00
20,505,DHANILOANS,NW,2,2,100.00
20,506,DHANILOANS,NX,21,21,100.00
20,507,DHANUKA,EQ,30516,17313,56.73
20,508,DHARMAJ,EQ,18998,12322,64.86
20,509,DHRUV,EQ,3198,1165,36.43
20,510,DHUNINV,EQ,4316,2027,46.96
20,511,DIAMONDYD,EQ,1808,1006,55.64
20,512,DICIND,EQ,2777,1701,61.25
20,513,DIGISPICE,EQ,37015,23844,64.42
20,514,DIL,EQ,2445059,1428692,58.43
20,515,DISHTV,EQ,3527827,1581045,44.82
20,516,DIVGIITTS,EQ,58951,22306,37.84
20,517,DIVISLAB,EQ,327381,107673,32.89
20,518,DIVOPPBEES,EQ,10743,7088,65.98
20,519,DIXON,EQ,332863,74629,22.42
20,520,DJML,EQ,6828,3653,53.50
20,521,DLF,EQ,3209364,1394100,43.44
20,522,DLINKINDIA,EQ,122442,52148,42.59
20,523,DMART,EQ,294224,208889,71.00
20,524,DMCC,EQ,17584,11374,64.68
20,525,DNAMEDIA,EQ,195818,147457,75.30
20,526,DODLA,EQ,24002,16362,68.17
20,527,DOLATALGO,EQ,129916,99412,76.52
20,528,DOLLAR,EQ,100672,56542,56.16
20,529,DOLLEX,SM,72000,64000,88.89
20,530,DONEAR,EQ,92980,32780,35.25
20,531,DPABHUSHAN,EQ,14330,13052,91.08
20,532,DPSCLTD,EQ,65511,39926,60.95
20,533,DPWIRES,EQ,296119,91645,30.95
20,534,DRCSYSTEMS,EQ,3683,2264,61.47
20,535,DREAMFOLKS,EQ,302947,103956,34.31
20,536,DREDGECORP,EQ,29718,14461,48.66
20,537,DRREDDY,EQ,273989,162687,59.38
20,538,DSPBANKETF,EQ,1422,682,47.96
20,539,DSPGOLDETF,EQ,3314,3248,98.01
20,540,DSPN50ETF,EQ,184,176,95.65
20,541,DSPNEWETF,EQ,1902,1541,81.02
20,542,DSPQ50ETF,EQ,1473,1111,75.42
20,543,DSPSILVETF,EQ,11437,5823,50.91
20,544,DSSL,EQ,4899,4899,100.00
20,545,DTIL,EQ,4314,2615,60.62
20,546,DUCOL,SM,35200,30400,86.36
20,547,DUCON,EQ,748827,472126,63.05
20,548,DUGLOBAL,SM,5625,5000,88.89
