Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,30052023,954498727,0002293
Trade Date <30-MAY-2023>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,549,DVL,EQ,10191,7678,75.34
20,550,DWARKESH,EQ,396758,166440,41.95
20,551,DYCL,EQ,234123,96438,41.19
20,552,DYNAMATECH,EQ,20468,10813,52.83
20,553,DYNAMIC,SM,2000,2000,100.00
20,554,DYNPRO,EQ,159651,64509,40.41
20,555,E2E,EQ,21966,14638,66.64
20,556,EASEMYTRIP,EQ,2846311,1237589,43.48
20,557,EBBETF0425,EQ,22073,21645,98.06
20,558,EBBETF0430,EQ,21765,19001,87.30
20,559,EBBETF0431,EQ,5511,5250,95.26
20,560,EBBETF0433,EQ,4655,3784,81.29
20,561,ECLERX,EQ,187616,32819,17.49
20,562,ECLFINANCE,NG,119,119,100.00
20,563,ECLFINANCE,NH,961,936,97.40
20,564,ECLFINANCE,NI,90,90,100.00
20,565,ECLFINANCE,NJ,1479,1304,88.17
20,566,ECLFINANCE,NO,224,224,100.00
20,567,ECLFINANCE,NP,10,5,50.00
20,568,ECLFINANCE,NQ,100,100,100.00
20,569,ECLFINANCE,NR,3413,3133,91.80
20,570,ECLFINANCE,NS,107,107,100.00
20,571,EDELWEISS,EQ,5203636,2680426,51.51
20,572,EHFLNCD,N5,51,51,100.00
20,573,EHFLNCD,N6,210,210,100.00
20,574,EHFLNCD,N7,26,26,100.00
20,575,EICHERMOT,EQ,598100,429341,71.78
20,576,EIDPARRY,EQ,596491,155097,26.00
20,577,EIFFL,EQ,12055,11439,94.89
20,578,EIHAHOTELS,EQ,20281,11083,54.65
20,579,EIHOTEL,EQ,558458,257315,46.08
20,580,EKC,EQ,794293,473323,59.59
20,581,ELDEHSG,EQ,734,563,76.70
20,582,ELECON,EQ,715634,260551,36.41
20,583,ELECTCAST,EQ,2561797,1250760,48.82
20,584,ELECTHERM,EQ,929539,376191,40.47
20,585,ELGIEQUIP,EQ,340272,133094,39.11
20,586,ELGIRUBCO,EQ,87414,41412,47.37
20,587,ELIN,EQ,901156,342210,37.97
20,588,EMAMILTD,BO,92405,92405,100.00
20,589,EMAMILTD,EQ,326569,176190,53.95
20,590,EMAMIPAP,EQ,29423,18181,61.79
20,591,EMAMIREAL,EQ,70122,23930,34.13
20,592,EMBASSY,RR,252667,233243,92.31
20,593,EMIL,EQ,400573,272895,68.13
20,594,EMKAY,EQ,15704,11792,75.09
20,595,EMKAYTOOLS,SM,8400,6600,78.57
20,596,EMMBI,EQ,35882,28740,80.10
20,597,EMUDHRA,EQ,384854,265926,69.10
20,598,ENDURANCE,EQ,23250,10868,46.74
20,599,ENERGYDEV,EQ,18617,10826,58.15
20,600,ENGINERSIN,EQ,9112980,1653416,18.14
20,601,ENIL,EQ,15321,9802,63.98
20,602,EPL,EQ,364429,190656,52.32
20,603,EQUITASBNK,EQ,16819516,9204873,54.73
20,604,ERFLNCDI,N5,16,16,100.00
20,605,ERIS,EQ,28504,16992,59.61
20,606,EROSMEDIA,EQ,442730,345221,77.98
20,607,ESABINDIA,EQ,16243,6435,39.62
20,608,ESCORTS,EQ,145898,29787,20.42
20,609,ESSARSHPNG,EQ,468293,268702,57.38
20,610,ESSENTIA,EQ,2215828,2136890,96.44
20,611,ESTER,EQ,180455,97317,53.93
20,612,ETHOSLTD,EQ,42910,23946,55.81
20,613,EUROBOND,SM,12000,10000,83.33
20,614,EUROTEXIND,EQ,2210,2210,100.00
20,615,EVEREADY,EQ,246295,124405,50.51
20,616,EVERESTIND,EQ,4470,2643,59.13
20,617,EXCEL,EQ,4700885,2028112,43.14
20,618,EXCELINDUS,EQ,3808,2671,70.14
20,619,EXIDEIND,EQ,1049036,433900,41.36
20,620,EXPLEOSOL,EQ,13126,7246,55.20
20,621,EXXARO,EQ,82394,49112,59.61
20,622,FACT,EQ,134394,48894,36.38
20,623,FAIRCHEMOR,EQ,25536,16779,65.71
20,624,FAZE3Q,EQ,20982,12231,58.29
20,625,FCL,EQ,343286,119368,34.77
20,626,FCSSOFT,EQ,3383687,2503420,73.98
20,627,FDC,EQ,383517,246968,64.40
20,628,FEDERALBNK,EQ,8917811,5305665,59.50
20,629,FELIX,SM,8000,8000,100.00
20,630,FIBERWEB,EQ,30778,14205,46.15
20,631,FIEMIND,EQ,30126,16866,55.98
20,632,FILATEX,EQ,424855,241056,56.74
20,633,FINCABLES,EQ,705237,251228,35.62
20,634,FINEORG,EQ,22926,11692,51.00
20,635,FINOPB,EQ,30613,18408,60.13
20,636,FINPIPE,EQ,512605,274538,53.56
20,637,FIVESTAR,EQ,164205,114386,69.66
20,638,FLEXITUFF,EQ,7211,3435,47.64
20,639,FLUOROCHEM,EQ,49958,30049,60.15
20,640,FMGOETZE,EQ,37636,24866,66.07
20,641,FMNL,EQ,26628,13798,51.82
20,642,FOCE,SM,200,200,100.00
20,643,FOCUS,EQ,14292,9670,67.66
20,644,FOODSIN,EQ,638298,326294,51.12
20,645,FORCEMOT,EQ,549604,258076,46.96
20,646,FORTIS,EQ,1318116,1108327,84.08
20,647,FOSECOIND,EQ,6198,2215,35.74
20,648,FROG,SM,46000,29600,64.35
20,649,FSL,EQ,1035596,433932,41.90
20,650,FUSION,EQ,279335,152288,54.52
20,651,GABRIEL,EQ,453982,215670,47.51
20,652,GAEL,EQ,192698,106430,55.23
20,653,GAIL,EQ,7204247,5021919,69.71
20,654,GAL,EQ,149216,112601,75.46
20,655,GALAXYSURF,EQ,12068,6987,57.90
20,656,GALLANTT,EQ,79844,43378,54.33
20,657,GANDHITUBE,EQ,6054,3731,61.63
20,658,GANECOS,EQ,36237,15650,43.19
20,659,GANESHBE,EQ,91258,60516,66.31
20,660,GANESHHOUC,EQ,6296,3657,58.08
20,661,GANGAFORGE,EQ,171045,139893,81.79
20,662,GANGESSECU,EQ,2993,2781,92.92
20,663,GARFIBRES,EQ,17214,8468,49.19
20,664,GATEWAY,EQ,364389,231651,63.57
20,665,GATI,EQ,194486,91338,46.96
20,666,GEECEE,EQ,3624,1633,45.06
20,667,GEEKAYWIRE,EQ,154989,112709,72.72
20,668,GENCON,EQ,286138,150277,52.52
20,669,GENESYS,EQ,25709,17613,68.51
20,670,GENUSPAPER,EQ,86202,59779,69.35
20,671,GENUSPOWER,EQ,709422,414398,58.41
20,672,GEOJITFSL,EQ,113380,65397,57.68
20,673,GEPIL,EQ,64697,30739,47.51
20,674,GESHIP,EQ,183276,92882,50.68
20,675,GFLLIMITED,EQ,145881,105008,71.98
20,676,GHCL,EQ,151593,111119,73.30
20,677,GICHSGFIN,EQ,250108,98793,39.50
20,678,GICRE,EQ,796838,267363,33.55
20,679,GILLANDERS,EQ,29586,11751,39.72
20,680,GILLETTE,EQ,10650,7477,70.21
20,681,GILT5YBEES,EQ,145815,124356,85.28
20,682,GINNIFILA,EQ,34477,23750,68.89
20,683,GIPCL,EQ,869688,391940,45.07
20,684,GIRIRAJ,SM,103800,103800,100.00
20,685,GKWLIMITED,EQ,207,158,76.33
20,686,GLAND,EQ,493509,310358,62.89
20,687,GLAXO,EQ,141683,128895,90.97
20,688,GLENMARK,EQ,695866,398711,57.30
20,689,GLFL,EQ,287,287,100.00
20,690,GLOBAL,EQ,188462,105408,55.93
20,691,GLOBALVECT,EQ,13498,11228,83.18
20,692,GLOBE,EQ,470352,240041,51.03
20,693,GLOBUSSPR,EQ,199587,68212,34.18
20,694,GLS,EQ,95587,56376,58.98
20,695,GMBREW,EQ,33439,22903,68.49
20,696,GMDCLTD,EQ,1151180,615156,53.44
20,697,GMMPFAUDLR,EQ,71194,35474,49.83
20,698,GMRINFRA,EQ,19190583,9452911,49.26
20,699,GMRP&UI,EQ,141940,101666,71.63
20,700,GNA,EQ,64740,44598,68.89
20,701,GNFC,EQ,358518,131951,36.80
20,702,GOACARBON,EQ,48145,18674,38.79
20,703,GOCLCORP,EQ,19749,13679,69.26
20,704,GOCOLORS,EQ,32411,16641,51.34
20,705,GODFRYPHLP,EQ,43967,20783,47.27
20,706,GODHA,EQ,222269,222269,100.00
20,707,GODREJAGRO,EQ,28266,14989,53.03
20,708,GODREJCP,EQ,460823,349915,75.93
20,709,GODREJIND,EQ,184074,57220,31.09
20,710,GODREJPROP,EQ,365144,171675,47.02
20,711,GOKEX,EQ,362030,162793,44.97
20,712,GOKUL,EQ,49514,34174,69.02
20,713,GOKULAGRO,EQ,235646,116963,49.64
20,714,GOLDBEES,EQ,3304510,2250198,68.09
20,715,GOLDIAM,EQ,104633,64804,61.93
20,716,GOLDSHARE,EQ,183862,141277,76.84
20,717,GOLDSTAR,SM,18000,18000,100.00
20,718,GOLDTECH,EQ,161803,89713,55.45
20,719,GOODLUCK,EQ,2646721,720868,27.24
20,720,GOODYEAR,EQ,101523,40544,39.94
20,721,GOYALALUM,EQ,7682481,4981643,64.84
20,722,GPIL,EQ,143472,84054,58.59
20,723,GPPL,EQ,1042138,622946,59.78
20,724,GPTINFRA,EQ,143279,101547,70.87
20,725,GRANULES,EQ,904908,332258,36.72
20,726,GRAPHITE,EQ,336607,173282,51.48
20,727,GRASIM,EQ,454164,176231,38.80
20,728,GRAUWEIL,EQ,623636,270218,43.33
20,729,GRAVITA,EQ,566950,228869,40.37
20,730,GRCL,SM,8000,8000,100.00
20,731,GREAVESCOT,EQ,6204036,1891690,30.49
20,732,GREENLAM,EQ,146888,58978,40.15
20,733,GREENPANEL,EQ,347457,259533,74.69
20,734,GREENPLY,EQ,155335,83350,53.66
20,735,GREENPOWER,EQ,2049278,1200663,58.59
20,736,GRINDWELL,EQ,22806,13510,59.24
20,737,GRINFRA,EQ,76511,26395,34.50
20,738,GRMOVER,EQ,133313,104061,78.06
20,739,GROBTEA,EQ,119,76,63.87
20,740,GRPLTD,EQ,844,578,68.48
20,741,GRSE,EQ,233413,95669,40.99
20,742,GRWRHITECH,EQ,32426,18077,55.75
20,743,GSFC,EQ,1594085,754632,47.34
20,744,GSLSU,EQ,216435,48565,22.44
20,745,GSPL,EQ,1165032,427307,36.68
20,746,GSS,EQ,43342,31301,72.22
20,747,GSTL,SM,9000,5000,55.56
20,748,GTL,EQ,321496,247500,76.98
20,749,GTLINFRA,EQ,15630001,9051318,57.91
20,750,GTPL,EQ,23712,14266,60.16
20,751,GUFICBIO,EQ,180061,117311,65.15
20,752,GUJALKALI,EQ,66148,29767,45.00
20,753,GUJAPOLLO,EQ,4240,2555,60.26
20,754,GUJGASLTD,EQ,908927,515170,56.68
20,755,GULFOILLUB,EQ,33393,20892,62.56
20,756,GULFPETRO,EQ,59480,41968,70.56
20,757,GULPOLY,EQ,58547,34905,59.62
20,758,GVKPIL,EQ,1650053,1119438,67.84
20,759,HAL,EQ,2196743,1112551,50.65
20,760,HAPPSTMNDS,EQ,119999,66372,55.31
20,761,HARDWYN,EQ,56471,22288,39.47
20,762,HARIOMPIPE,EQ,80532,47613,59.12
20,763,HARRMALAYA,EQ,15655,9530,60.88
20,764,HARSHA,EQ,116720,47294,40.52
20,765,HATHWAY,EQ,1682055,694119,41.27
20,766,HATSUN,EQ,4283,2290,53.47
20,767,HAVELLS,EQ,408031,252126,61.79
20,768,HBANKETF,EQ,3464,2527,72.95
20,769,HBLPOWER,EQ,887564,391346,44.09
20,770,HBSL,EQ,3001,2019,67.28
20,771,HCC,EQ,23592535,6642540,28.16
20,772,HCG,EQ,161454,130150,80.61
20,773,HCL-INSYS,EQ,444136,212758,47.90
20,774,HCLTECH,EQ,1983735,1140731,57.50
20,775,HDFC,EQ,4054695,2292087,56.53
20,776,HDFC,W3,82800,58200,70.29
20,777,HDFCAMC,EQ,1393880,426555,30.60
20,778,HDFCBANK,EQ,18562964,3453800,18.61
20,779,HDFCBSE500,EQ,1265,1247,98.58
20,780,HDFCGROWTH,EQ,4252,3238,76.15
20,781,HDFCLIFE,EQ,2653926,1134477,42.75
20,782,HDFCLOWVOL,EQ,280,262,93.57
20,783,HDFCMFGETF,EQ,384303,301553,78.47
20,784,HDFCMID150,EQ,95,42,44.21
20,785,HDFCMOMENT,EQ,1304,819,62.81
20,786,HDFCNEXT50,EQ,2254,2039,90.46
20,787,HDFCNIF100,EQ,836,655,78.35
20,788,HDFCNIFETF,EQ,44191,31065,70.30
20,789,HDFCNIFIT,EQ,443,175,39.50
20,790,HDFCPVTBAN,EQ,3820,3818,99.95
20,791,HDFCQUAL,EQ,7879,7856,99.71
20,792,HDFCSENETF,EQ,14641,14291,97.61
20,793,HDFCSILVER,EQ,177430,114658,64.62
20,794,HDFCSML250,EQ,122916,102342,83.26
20,795,HDFCVALUE,EQ,2896,2364,81.63
20,796,HEADSUP,EQ,24719,11898,48.13
20,797,HEALTHY,EQ,54832,27271,49.74
20,798,HECPROJECT,EQ,2054,1400,68.16
20,799,HEG,EQ,89757,43939,48.95
20,800,HEIDELBERG,EQ,547172,268034,48.99
20,801,HEMIPROP,EQ,583052,265762,45.58
20,802,HERANBA,EQ,560042,73720,13.16
20,803,HERCULES,EQ,294043,101673,34.58
20,804,HERITGFOOD,EQ,959902,381730,39.77
20,805,HEROMOTOCO,EQ,399817,266204,66.58
20,806,HESTERBIO,EQ,2563,1700,66.33
20,807,HEUBACHIND,EQ,11009,5752,52.25
20,808,HEXATRADEX,EQ,1579,1400,88.66
20,809,HFCL,EQ,2216204,1090722,49.22
20,810,HGINFRA,EQ,76759,42399,55.24
20,811,HGS,EQ,18968,11734,61.86
20,812,HIKAL,EQ,7157851,982932,13.73
20,813,HIL,EQ,21952,10162,46.29
20,814,HILTON,EQ,246568,92585,37.55
20,815,HIMATSEIDE,EQ,547968,260067,47.46
20,816,HINDALCO,EQ,5596603,2307542,41.23
20,817,HINDCOMPOS,EQ,15530,11678,75.20
20,818,HINDCON,EQ,15562,10858,69.77
20,819,HINDCOPPER,EQ,10315826,4307305,41.75
20,820,HINDMOTORS,EQ,245499,154957,63.12
20,821,HINDOILEXP,EQ,564103,260500,46.18
20,822,HINDPETRO,EQ,1263049,680988,53.92
20,823,HINDUNILVR,EQ,948051,677594,71.47
20,824,HINDWAREAP,EQ,233970,80752,34.51
20,825,HINDZINC,EQ,370133,233803,63.17
20,826,HIRECT,EQ,394812,114627,29.03
20,827,HISARMETAL,EQ,52017,34147,65.65
20,828,HITECH,EQ,464708,261206,56.21
20,829,HITECHCORP,EQ,5785,3936,68.04
20,830,HITECHGEAR,EQ,9671,5896,60.97
20,831,HLEGLAS,EQ,296295,100687,33.98
20,832,HLVLTD,EQ,427767,300860,70.33
20,833,HMVL,EQ,375929,214905,57.17
20,834,HNDFDS,EQ,52710,35384,67.13
20,835,HNGSNGBEES,EQ,31252,27141,86.85
20,836,HOMEFIRST,EQ,455896,355808,78.05
20,837,HOMESFY,SM,4500,3900,86.67
20,838,HONAUT,EQ,2746,1088,39.62
20,839,HONDAPOWER,EQ,11520,4772,41.42
20,840,HOVS,EQ,8033,5704,71.01
20,841,HPAL,EQ,58500,32473,55.51
20,842,HPIL,EQ,11328,7307,64.50
20,843,HPL,EQ,321500,176762,54.98
20,844,HSCL,EQ,3510913,1060449,30.20
20,845,HTMEDIA,EQ,336152,230263,68.50
20,846,HUBTOWN,EQ,229657,145613,63.40
20,847,HUDCO,EQ,25585905,6489081,25.36
20,848,HUDCO,N2,5111,5011,98.04
20,849,HUDCO,N5,3275,2350,71.76
20,850,HUDCO,N8,175,175,100.00
20,851,HUDCO,N9,230,215,93.48
20,852,HUDCO,ND,210,210,100.00
20,853,HUDCO,NE,365,225,61.64
20,854,HUHTAMAKI,EQ,296345,162450,54.82
20,855,IBMFNIFTY,EQ,885,237,26.78
20,856,IBREALEST,EQ,6139901,2452634,39.95
20,857,IBUCCREDIT,NB,65,65,100.00
20,858,IBUCCREDIT,NO,13,13,100.00
20,859,IBUCCREDIT,NZ,50,50,100.00
20,860,IBULHSGFIN,EQ,7343120,2027219,27.61
20,861,IBULHSGFIN,N0,39,39,100.00
20,862,IBULHSGFIN,NE,20,20,100.00
20,863,IBULHSGFIN,NF,20,20,100.00
20,864,IBULHSGFIN,NH,25,25,100.00
20,865,IBULHSGFIN,NJ,11,11,100.00
20,866,IBULHSGFIN,NN,126,126,100.00
20,867,IBULHSGFIN,NQ,39,39,100.00
20,868,IBULHSGFIN,NT,1,1,100.00
20,869,IBULHSGFIN,YG,10,10,100.00
20,870,IBULHSGFIN,YN,28,28,100.00
20,871,IBULHSGFIN,YT,20,20,100.00
20,872,IBULHSGFIN,ZP,30,15,50.00
20,873,ICEMAKE,EQ,62378,49056,78.64
20,874,ICICI10GS,EQ,17,3,17.65
20,875,ICICI500,EQ,125748,90258,71.78
20,876,ICICI5GSEC,EQ,300,150,50.00
20,877,ICICIALPLV,EQ,3718,2212,59.49
20,878,ICICIAUTO,EQ,7473,5425,72.59
20,879,ICICIB22,EQ,194688,158085,81.20
20,880,ICICIBANK,EQ,18483624,5095077,27.57
20,881,ICICIBANKN,EQ,23886,14724,61.64
20,882,ICICIBANKP,EQ,4414,4176,94.61
20,883,ICICICOMMO,EQ,22867,16641,72.77
20,884,ICICICONSU,EQ,5395,3803,70.49
20,885,ICICIFIN,EQ,15139,11883,78.49
20,886,ICICIFMCG,EQ,5606,3843,68.55
20,887,ICICIGI,EQ,1360051,535436,39.37
20,888,ICICIGOLD,EQ,305270,210598,68.99
20,889,ICICIINFRA,EQ,2101,1049,49.93
20,890,ICICILIQ,EQ,160365,80593,50.26
20,891,ICICILOVOL,EQ,9172,4344,47.36
20,892,ICICIM150,EQ,10747,8645,80.44
20,893,ICICIMCAP,EQ,10683,7611,71.24
20,894,ICICIMOM30,EQ,13381,7647,57.15
20,895,ICICINF100,EQ,2150,1370,63.72
20,896,ICICINIFTY,EQ,144339,118731,82.26
20,897,ICICINV20,EQ,27644,22555,81.59
20,898,ICICINXT50,EQ,74991,41874,55.84
20,899,ICICIPHARM,EQ,3419,1915,56.01
20,900,ICICIPRULI,EQ,1779817,665344,37.38
20,901,ICICISENSX,EQ,1464,936,63.93
20,902,ICICISILVE,EQ,204663,172859,84.46
20,903,ICICITECH,EQ,1558921,1417377,90.92
20,904,ICIL,EQ,308451,114024,36.97
20,905,ICRA,EQ,11862,9674,81.55
20,906,IDBI,EQ,2917256,1249567,42.83
20,907,IDBIGOLD,EQ,159,133,83.65
20,908,IDEA,EQ,45601346,15778593,34.60
20,909,IDFC,EQ,7739108,2646665,34.20
20,910,IDFCFIRSTB,EQ,32919579,11768323,35.75
20,911,IEL,EQ,79437,54893,69.10
20,912,IEX,EQ,3549026,1318985,37.16
20,913,IFBAGRO,EQ,3220,1997,62.02
20,914,IFBIND,EQ,35455,21675,61.13
20,915,IFCI,EQ,2787490,1112304,39.90
20,916,IFCI,NH,131,131,100.00
20,917,IFGLEXPOR,EQ,46810,29995,64.08
20,918,IGARASHI,EQ,97830,47069,48.11
20,919,IGL,EQ,980873,700584,71.42
20,920,IGPL,EQ,18107,14094,77.84
20,921,IIFCL,N2,91,91,100.00
20,922,IIFCL,N4,85,85,100.00
20,923,IIFL,EQ,868725,576600,66.37
20,924,IIFL,NC,415,410,98.80
20,925,IIFL,NE,280,230,82.14
20,926,IIFL,NF,3667,3324,90.65
20,927,IIFL,NH,200,200,100.00
20,928,IIFL,NL,2619,2604,99.43
20,929,IIFL,NM,50,50,100.00
20,930,IIFL,NO,44,44,100.00
20,931,IIFL,NS,1154,1084,93.93
20,932,IIFL,NT,383,383,100.00
20,933,IIFLSEC,EQ,446472,306609,68.67
20,934,IIHFL,N4,880,780,88.64
20,935,IIHFL,N5,603,602,99.83
20,936,IIHFL,N9,70,70,100.00
20,937,IITL,EQ,115625,109146,94.40
20,938,IMAGICAA,EQ,325286,247846,76.19
20,939,IMC1,N0,32,22,68.75
20,940,IMC1,N1,40,40,100.00
20,941,IMC1,N2,65,65,100.00
20,942,IMC1,N3,209,149,71.29
20,943,IMFA,EQ,58001,39697,68.44
20,944,IMPAL,EQ,1800,1059,58.83
20,945,IMPEXFERRO,EQ,93796,62527,66.66
20,946,INCREDFIN,N4,10,10,100.00
20,947,INCREDFIN,N6,15,15,100.00
20,948,INCREDIBLE,EQ,45344,18857,41.59
20,949,INDBANK,EQ,50807,36450,71.74
20,950,INDHOTEL,EQ,2980523,1594198,53.49
20,951,INDIACEM,EQ,9554944,2091566,21.89
20,952,INDIAGLYCO,EQ,47694,19474,40.83
20,953,INDIAMART,EQ,33360,11512,34.51
20,954,INDIANB,EQ,2132958,1457250,68.32
20,955,INDIANCARD,EQ,6095,4184,68.65
20,956,INDIANHUME,EQ,41881,24985,59.66
20,957,INDIGO,EQ,1581691,616941,39.01
20,958,INDIGOPNTS,EQ,231964,74845,32.27
20,959,INDIGRID,IV,590878,531008,89.87
20,960,INDIGRID,ND,1,1,100.00
20,961,INDIGRID,NF,11,11,100.00
20,962,INDIGRID,NJ,1500,1500,100.00
20,963,INDIGRID,NL,20,20,100.00
20,964,INDNIPPON,EQ,13609,8770,64.44
20,965,INDOAMIN,EQ,605615,257037,42.44
20,966,INDOBORAX,EQ,42761,28547,66.76
20,967,INDOCO,EQ,52025,24284,46.68
20,968,INDORAMA,EQ,47653,25123,52.72
20,969,INDOTECH,EQ,249484,117442,47.07
20,970,INDOTHAI,EQ,3003,2102,70.00
20,971,INDOWIND,EQ,313360,235438,75.13
20,972,INDSWFTLAB,EQ,606500,286568,47.25
20,973,INDSWFTLTD,EQ,36300,20647,56.88
20,974,INDTERRAIN,EQ,77237,40038,51.84
20,975,INDUSINDBK,EQ,1818000,991609,54.54
20,976,INDUSTOWER,EQ,6076133,2664022,43.84
20,977,INFIBEAM,EQ,3167643,1571738,49.62
20,978,INFINIUM,SM,29000,26000,89.66
20,979,INFOBEAN,EQ,11842,7627,64.41
20,980,INFRABEES,EQ,2439,2011,82.45
20,981,INFY,EQ,6274719,3562594,56.78
20,982,INGERRAND,EQ,38439,7677,19.97
20,983,INNOVANA,SM,23600,18400,77.97
20,984,INNOVATIVE,ST,12000,12000,100.00
20,985,INOXGREEN,EQ,2475824,1499398,60.56
20,986,INOXWIND,EQ,9461659,2797897,29.57
20,987,INSECTICID,EQ,32383,22191,68.53
20,988,INSPIRISYS,EQ,22725,20558,90.46
20,989,INTELLECT,EQ,320856,98540,30.71
20,990,INTENTECH,EQ,82086,58065,70.74
20,991,INTLCONV,EQ,43984,29505,67.08
20,992,INVENTURE,EQ,1178411,731077,62.04
20,993,IOB,EQ,3459682,1081921,31.27
20,994,IOC,EQ,9269698,5370142,57.93
20,995,IOLCP,EQ,321461,112901,35.12
20,996,IONEXCHANG,EQ,37582,16951,45.10
20,997,IPCALAB,EQ,681693,454351,66.65
20,998,IPL,EQ,59956,36899,61.54
20,999,IPSL,SM,6000,6000,100.00
20,1000,IRB,EQ,9145546,2905003,31.76
20,1001,IRBINVIT,IV,345770,322227,93.19
20,1002,IRCON,EQ,18206483,6300333,34.60
20,1003,IRCTC,EQ,10121546,1751521,17.30
20,1004,IREDA,N6,58,58,100.00
20,1005,IRFC,EQ,30754089,10477147,34.07
20,1006,IRFC,N2,325,310,95.38
20,1007,IRFC,NA,1605,1523,94.89
20,1008,IRFC,NE,469,469,100.00
20,1009,IRFC,NG,1,1,100.00
20,1010,IRFC,NI,839,839,100.00
20,1011,IRFC,NJ,1,1,100.00
20,1012,IRFC,NK,100,100,100.00
20,1013,IRFC,NN,1,1,100.00
20,1014,IRFC,NO,205,205,100.00
20,1015,IRIS,EQ,10769,6569,61.00
20,1016,IRISDOREME,EQ,101710,65103,64.01
20,1017,ISEC,EQ,313192,167779,53.57
20,1018,ISFT,EQ,1151,563,48.91
20,1019,ISGEC,EQ,2710122,424160,15.65
20,1020,ISHAN,SM,4800,3200,66.67
20,1021,ISMTLTD,EQ,214312,122265,57.05
20,1022,ITBEES,EQ,3215006,2333437,72.58
20,1023,ITC,EQ,18900002,9602606,50.81
20,1024,ITDC,EQ,19500,8202,42.06
20,1025,ITDCEM,EQ,3220789,1500630,46.59
20,1026,ITI,EQ,411051,201335,48.98
20,1027,IVC,EQ,222919,156252,70.09
20,1028,IVZINGOLD,EQ,60,39,65.00
20,1029,IWEL,EQ,81425,28435,34.92
20,1030,IZMO,EQ,139021,79239,57.00
20,1031,JAGRAN,EQ,82640,60674,73.42
20,1032,JAGSNPHARM,EQ,39522,27487,69.55
20,1033,JAICORPLTD,EQ,1113857,286949,25.76
20,1034,JAINAM,SM,4000,4000,100.00
20,1035,JAIPURKURT,EQ,8076,2968,36.75
20,1036,JALAN,SM,105000,102000,97.14
20,1037,JAMNAAUTO,EQ,1194114,750329,62.84
20,1038,JASH,EQ,3021,2052,67.92
20,1039,JAYAGROGN,EQ,39951,22624,56.63
20,1040,JAYBARMARU,EQ,16654,9846,59.12
20,1041,JAYNECOIND,EQ,91733,70555,76.91
20,1042,JAYSREETEA,EQ,8578,6801,79.28
20,1043,JBCHEPHARM,EQ,45706,21264,46.52
20,1044,JBMA,EQ,110914,39663,35.76
20,1045,JCHAC,EQ,132322,119425,90.25
20,1046,JETFREIGHT,EQ,81270,62963,77.47
20,1047,JHS,EQ,94823,79289,83.62
20,1048,JINDALPHOT,EQ,21529,7638,35.48
20,1049,JINDALPOLY,EQ,56870,15699,27.61
20,1050,JINDALSAW,EQ,9240676,2056868,22.26
20,1051,JINDALSTEL,EQ,1953558,794293,40.66
20,1052,JINDRILL,EQ,91251,49942,54.73
20,1053,JINDWORLD,EQ,176232,66654,37.82
20,1054,JISLDVREQS,EQ,24892,14126,56.75
20,1055,JISLJALEQS,EQ,3212598,1405851,43.76
20,1056,J&KBANK,EQ,3204515,1038254,32.40
20,1057,JKCEMENT,EQ,509098,87706,17.23
20,1058,JKIL,EQ,172181,117446,68.21
20,1059,JKLAKSHMI,EQ,404401,164516,40.68
20,1060,JKPAPER,EQ,252664,107562,42.57
20,1061,JKTYRE,EQ,1211461,593659,49.00
20,1062,JMA,EQ,3173,2208,69.59
20,1063,JMFINANCIL,EQ,2509758,997659,39.75
20,1064,JOCIL,EQ,7118,5233,73.52
20,1065,JPASSOCIAT,EQ,4796532,2398939,50.01
20,1066,JPOLYINVST,EQ,6309,4074,64.57
20,1067,JPPOWER,EQ,28112017,14670881,52.19
20,1068,JSL,EQ,505915,356219,70.41
20,1069,JSLL,SM,36500,36500,100.00
20,1070,JSWENERGY,EQ,5852335,1617165,27.63
20,1071,JSWHL,EQ,998,441,44.19
20,1072,JSWISPL,EQ,607230,277741,45.74
20,1073,JSWSTEEL,EQ,3317461,1334365,40.22
20,1074,JTEKTINDIA,EQ,879976,311530,35.40
20,1075,JTLIND,EQ,113932,46549,40.86
20,1076,JUBLFOOD,EQ,1557057,642678,41.28
20,1077,JUBLINDS,EQ,23474,12882,54.88
20,1078,JUBLINGREA,EQ,164599,81045,49.24
20,1079,JUBLPHARMA,EQ,959414,268710,28.01
20,1080,JUNIORBEES,EQ,68857,40212,58.40
20,1081,JUSTDIAL,EQ,135432,54548,40.28
20,1082,JWL,EQ,2105206,1291061,61.33
20,1083,JYOTHYLAB,EQ,172661,94740,54.87
20,1084,KABRAEXTRU,EQ,145083,70771,48.78
20,1085,KAJARIACER,EQ,251845,144076,57.21
20,1086,KAKATCEM,EQ,2664,1383,51.91
20,1087,KALPATPOWR,EQ,4901592,2325756,47.45
20,1088,KALYANKJIL,EQ,706250,338317,47.90
20,1089,KAMDHENU,EQ,166833,25184,15.10
20,1090,KAMOPAINTS,EQ,437900,80634,18.41
20,1091,KANANIIND,EQ,132521,106255,80.18
20,1092,KANDARP,SM,12000,8000,66.67
20,1093,KANORICHEM,EQ,9596,7453,77.67
20,1094,KANPRPLA,EQ,10754,8177,76.04
20,1095,KANSAINER,EQ,997460,851594,85.38
